human_protein,rank,yeast_protein,similarity_score
O95470,7,Q00055,0.9606932
O95470,8,P40487,0.9584952
O95470,9,P09440,0.95812726
O95470,10,P38791,0.9578153
O95470,11,P30624,0.95753103
O95470,12,P38795,0.95672345
O95470,13,P07259,0.9564281
O95470,14,P00175,0.9563765
O95470,15,P09201,0.9560103
O95470,16,P32891,0.9555383
O95470,17,P07275,0.95526844
O95470,18,P32563,0.9534675
O95470,19,P43635,0.9531941
O95470,20,P04806,0.9523903
O75439,1,P25043,0.89943635
O75439,2,P41940,0.8855326
O75439,3,P41819,0.88083273
O75439,4,P20604,0.8777397
O75439,5,P47117,0.87773037
O75439,6,Q03532,0.8753152
O75439,7,Q01939,0.87515837
O75439,8,Q05506,0.8741876
O75439,9,P50094,0.8731513
O75439,10,P50095,0.87024456
O75439,11,Q03195,0.8696412
O75439,12,P39077,0.8663491
O75439,13,P40413,0.86566716
O75439,14,P39076,0.8653142
O75439,15,P38697,0.8652633
O75439,16,P25694,0.8650419
O75439,17,P40303,0.8644839
O75439,18,P32324,0.86357874
O75439,19,P23594,0.86214304
O75439,20,P25453,0.8572294
P42025,1,P32381,0.9675705
P42025,2,P32345,0.9445338
P42025,3,P09734,0.94404054
P42025,4,P09733,0.94331896
P42025,5,P11154,0.9417804
P42025,6,P32327,0.93972427
P42025,7,P09201,0.93847466
P42025,8,P20604,0.93835676
P42025,9,P53131,0.9364667
P42025,10,P25039,0.9321635
P42025,11,P38627,0.93206245
P42025,12,P25453,0.9318638
P42025,13,P28274,0.93147475
P42025,14,P32324,0.9309551
P42025,15,P09440,0.9308809
P42025,16,P25043,0.9308443
P42025,17,P23638,0.93064946
P42025,18,P53312,0.92698747
P42025,19,P37292,0.92677706
P42025,20,P04801,0.9262429
P00156,1,P00401,0.9082631
P00156,2,P00163,0.89409935
P00156,3,P08417,0.8223358
P00156,4,P00420,0.80106074
P00156,5,P40035,0.80054027
P00156,6,P38720,0.79847544
P00156,7,P53319,0.7979667
P00156,8,P32473,0.7977441
P00156,9,P07251,0.7973647
P00156,10,Q9ZZX1,0.7891947
P00156,11,P47088,0.7880186
P00156,12,P32915,0.78774816
P00156,13,P40086,0.78608125
P00156,14,P21801,0.7846869
P00156,15,P04710,0.78379446
P00156,16,P39954,0.7828251
P00156,17,P39987,0.7826922
P00156,18,P12709,0.78259337
P00156,19,P46367,0.78202176
P00156,20,P00830,0.78151244
Q7L014,1,P40991,0.95651656
Q7L014,2,P39730,0.9531471
Q7L014,3,P32892,0.95165586
Q7L014,4,P20448,0.9471893
Q7L014,5,P25582,0.9442357
Q7L014,6,P32597,0.94270915
Q7L014,7,P53313,0.9299322
Q7L014,8,P33299,0.9295505
Q7L014,9,P40341,0.92894936
Q7L014,10,Q08773,0.9284277
Q7L014,11,P38630,0.92799944
Q7L014,12,P38431,0.9259616
Q7L014,13,P53549,0.9257049
Q7L014,14,P47047,0.9255532
Q7L014,15,Q02892,0.92549694
Q7L014,16,Q99216,0.924328
Q7L014,17,Q06440,0.92415935
Q7L014,18,Q06106,0.9239352
Q7L014,19,P05453,0.92271847
Q7L014,20,Q12389,0.92056245
P62917,1,P0CX45,0.95054054
P62917,2,P02994,0.89815813
P62917,3,P32835,0.8970863
P62917,4,P32836,0.896422
P62917,5,P0C0W9,0.89607203
P62917,6,Q3E757,0.8955526
P62917,7,P47052,0.8932392
P62917,8,Q00711,0.88851917
P62917,9,P00830,0.8868172
P62917,10,P16140,0.8867652
P62917,11,Q12522,0.87753993
P62917,12,P54780,0.8737689
P62917,13,P05748,0.8736421
P62917,14,Q03195,0.8732042
P62917,15,P09435,0.86824435
P62917,16,P22202,0.86728114
P62917,17,P10592,0.86624694
P62917,18,P10591,0.86609596
P62917,19,P15646,0.86178875
P62917,20,P0CX35,0.8610719
Q00526,1,P00546,0.979771
Q00526,2,P06780,0.9172268
Q00526,3,P17157,0.9104796
Q00526,4,P38116,0.8971115
Q00526,5,Q03532,0.88637745
Q00526,6,P32939,0.88211143
Q00526,7,P23594,0.88034487
Q00526,8,P20604,0.88019
Q00526,9,P11076,0.87929124
Q00526,10,Q01939,0.87822944
Q00526,11,P19146,0.8775966
Q00526,12,P33298,0.8732068
Q00526,13,P41819,0.8708367
Q00526,14,P25694,0.866123
Q00526,15,P23595,0.8648161
Q00526,16,P01123,0.864645
Q00526,17,P32598,0.8639346
Q00526,18,P33297,0.8636399
Q00526,19,P40339,0.8626218
Q00526,20,P10081,0.8612602
P22557,1,Q00055,0.9330604
P22557,2,P25454,0.9292934
P22557,3,P09950,0.92333364
P22557,4,P41911,0.9207885
P22557,5,P32895,0.9196403
P22557,6,P38793,0.91847867
P22557,7,P32191,0.91540205
P22557,8,P52893,0.9127245
P22557,9,P47047,0.9118339
P22557,10,P23337,0.9114833
P22557,11,P38628,0.91075796
P22557,12,Q00578,0.91071624
P22557,13,P27697,0.9101627
P22557,14,P38238,0.9095388
P22557,15,P30656,0.90939313
P22557,16,P07258,0.9066431
P22557,17,P07259,0.9064071
P22557,18,P52892,0.9054147
P22557,19,Q12265,0.9053726
P22557,20,P32363,0.9044327
P37837,1,P15019,0.98325926
P37837,2,P53228,0.9749803
P37837,3,P38720,0.9570702
P37837,4,P07283,0.9530767
P37837,5,P39954,0.9520782
P37837,6,P53319,0.95203304
P37837,7,P21954,0.95045584
P37837,8,P00560,0.94478273
P37837,9,P08417,0.94328654
P37837,10,P12709,0.9415715
P37837,11,P00950,0.94059443
P37837,12,P00924,0.940425
P37837,13,P41939,0.93892586
P37837,14,P00925,0.93850577
P37837,15,P32377,0.9383683
P37837,16,P32771,0.9376897
P37837,17,P08524,0.93650377
P37837,18,P15108,0.93546736
P37837,19,P02829,0.9352071
P37837,20,P34760,0.9344622
Q15542,1,P38129,0.94303197
Q15542,2,Q04199,0.94039494
Q15542,3,P31384,0.9350329
Q15542,4,P53622,0.9313601
Q15542,5,Q00684,0.9287031
Q15542,6,Q06685,0.92800635
Q15542,7,P24583,0.9268867
Q15542,8,Q08960,0.925761
Q15542,9,P32863,0.92320687
Q15542,10,Q06706,0.9225387
Q15542,11,P50942,0.92228204
Q15542,12,P32567,0.92193913
Q15542,13,Q12417,0.92026734
Q15542,14,P29056,0.91852355
Q15542,15,P41811,0.9184351
Q15542,16,Q05471,0.9181683
Q15542,17,Q12149,0.9181363
Q15542,18,P53197,0.9174584
Q15542,19,P41810,0.9173755
Q15542,20,Q12451,0.9164889
Q9UBJ2,1,P40527,0.9375977
Q9UBJ2,2,P18759,0.93528414
Q9UBJ2,3,P47047,0.9351199
Q9UBJ2,4,P41819,0.9310467
Q9UBJ2,5,P38795,0.93019027
Q9UBJ2,6,Q03195,0.9290051
Q9UBJ2,7,P27697,0.92816335
Q9UBJ2,8,P40558,0.924395
Q9UBJ2,9,P39958,0.92265207
Q9UBJ2,10,P36421,0.922369
Q9UBJ2,11,P53088,0.9217867
Q9UBJ2,12,Q05506,0.9204525
Q9UBJ2,13,P07259,0.91785175
Q9UBJ2,14,Q06218,0.91527814
Q9UBJ2,15,P32363,0.9151031
Q9UBJ2,16,P39079,0.9148367
Q9UBJ2,17,P32327,0.91440177
Q9UBJ2,18,P54861,0.9137874
Q9UBJ2,19,P53914,0.91352385
Q9UBJ2,20,P39517,0.91347456
Q9Y4C8,1,Q06106,0.87913847
Q9Y4C8,2,P39730,0.8639493
Q9Y4C8,3,P53313,0.85094637
Q9Y4C8,4,P20448,0.8493497
Q9Y4C8,5,P53742,0.84838384
Q9Y4C8,6,Q00578,0.84813005
Q9Y4C8,7,P40991,0.8480357
Q9Y4C8,8,P38793,0.84244126
Q9Y4C8,9,P47047,0.8410909
Q9Y4C8,10,P40327,0.8404387
Q9Y4C8,11,P32892,0.8376911
Q9Y4C8,12,P25582,0.83167684
Q9Y4C8,13,P32597,0.83132803
Q9Y4C8,14,P38431,0.83123964
Q9Y4C8,15,Q99216,0.8305913
Q9Y4C8,16,Q04673,0.8301808
Q9Y4C8,17,P25454,0.82960725
Q9Y4C8,18,P40078,0.82897115
Q9Y4C8,19,P38630,0.8259285
Q9Y4C8,20,P31244,0.8257345
Q16549,1,P39006,0.90374166
Q16549,2,P13134,0.8988552
Q16549,3,P12683,0.89535403
Q16549,4,Q04585,0.89382625
Q16549,5,P32190,0.89240324
Q16549,6,Q04199,0.8921051
Q16549,7,P38329,0.8870324
Q16549,8,P46971,0.88678354
Q16549,9,P30771,0.88480675
Q16549,10,Q08960,0.88455456
Q16549,11,P53973,0.88449556
Q16549,12,Q02733,0.8839463
Q16549,13,P18962,0.88360274
Q16549,14,Q00955,0.88331366
Q16549,15,Q07825,0.8830895
Q16549,16,P33775,0.8829611
Q16549,17,P39727,0.8827429
Q16549,18,P32863,0.8819155
Q16549,19,P52867,0.8816882
Q16549,20,P38766,0.8816007
P80404,1,P11154,0.9526638
P80404,2,P17649,0.9518953
P80404,3,P32327,0.95159286
P80404,4,P38795,0.950682
P80404,5,P52892,0.95036197
P80404,6,P32347,0.94392663
P80404,7,Q00055,0.94345814
P80404,8,P09201,0.9429564
P80404,9,P41819,0.9425178
P80404,10,P30624,0.94138974
P80404,11,P20133,0.9412162
P80404,12,P07275,0.9400639
P80404,13,P27697,0.9389209
P80404,14,P37292,0.93838435
P80404,15,Q05567,0.9376707
P80404,16,P39976,0.9373945
P80404,17,P27796,0.937196
P80404,18,P32324,0.9371607
P80404,19,P04801,0.93701804
P80404,20,P46681,0.93693095
P37287,1,P32363,0.9680966
P37287,2,P23337,0.9378621
P37287,3,Q08645,0.9373333
P37287,4,P47047,0.93658394
P37287,5,Q04673,0.9314455
P37287,6,P40527,0.9280069
P37287,7,P38714,0.9279245
P37287,8,P06839,0.9278646
P37287,9,P38238,0.9277855
P37287,10,P53893,0.92684186
P37287,11,P38795,0.9247974
P37287,12,P07259,0.9247576
P37287,13,P32191,0.92206013
P37287,14,P49018,0.9218185
P37287,15,P18759,0.92161715
P37287,16,Q00578,0.92159426
P37287,17,P27472,0.9211644
P37287,18,Q02939,0.92113453
P37287,19,P31244,0.9209943
P37287,20,Q05567,0.9206236
P52732,1,P08964,0.8895491
P52732,2,Q12267,0.8892568
P52732,3,P17119,0.8888249
P52732,4,P24583,0.88558245
P52732,5,P32333,0.8849641
P52732,6,P28742,0.8840238
P52732,7,P40328,0.88323325
P52732,8,P38360,0.8801011
P52732,9,Q06156,0.87603545
P52732,10,Q06708,0.87535304
P52732,11,P53086,0.8722177
P52732,12,Q05471,0.8711641
P52732,13,P49955,0.8706696
P52732,14,Q12469,0.8683246
P52732,15,P18961,0.8672164
P52732,16,P07271,0.86651546
P52732,17,P25341,0.8664799
P52732,18,P27895,0.86598325
P52732,19,P08458,0.86536705
P52732,20,P12753,0.86507446
Q13608,1,Q04199,0.7673337
Q13608,2,Q02733,0.7569793
Q13608,3,Q04585,0.7524898
Q13608,4,P53622,0.74483657
Q13608,5,P80235,0.74398875
Q13608,6,P30771,0.74390566
Q13608,7,P39006,0.74287206
Q13608,8,P12683,0.742541
Q13608,9,P32190,0.7423451
Q13608,10,Q00955,0.7403036
Q13608,11,P32863,0.73567104
Q13608,12,P38360,0.7303164
Q13608,13,P33760,0.7301954
Q13608,14,P53893,0.7291363
Q13608,15,Q00772,0.72870696
Q13608,16,P32333,0.7280781
Q13608,17,P32562,0.7273016
Q13608,18,P38329,0.7249979
Q13608,19,P04385,0.72382826
Q13608,20,P49955,0.723765
P32929,1,P07991,0.93994033
P32929,2,P38067,0.9380167
P32929,3,P08417,0.9374907
P32929,4,P36007,0.93276197
P32929,5,P42222,0.92797303
P32929,6,P07244,0.92794234
P32929,7,P39954,0.926557
P32929,8,P31373,0.92427564
P32929,9,P0CX10,0.9237475
P32929,10,P37291,0.92312455
P32929,11,P32771,0.92282593
P32929,12,P25374,0.9213151
P32929,13,P00549,0.92071766
P32929,14,P23542,0.9198014
P32929,15,P38689,0.918604
P32929,16,P32473,0.9159988
P32929,17,P52489,0.9158551
P32929,18,P38720,0.9156892
P32929,19,P38620,0.9156318
P32929,20,P41338,0.91490006
P56537,1,Q12522,0.960403
P56537,2,P02994,0.9291808
P56537,3,P32835,0.9232705
P56537,4,P32836,0.9220315
P56537,5,Q03195,0.91770566
P56537,6,P32598,0.9142884
P56537,7,P47052,0.9065622
P56537,8,Q00711,0.90278083
P56537,9,Q01939,0.90149766
P56537,10,P10081,0.9010593
P56537,11,P16140,0.8941193
P56537,12,P39729,0.8875751
P56537,13,P25694,0.8874476
P56537,14,P32324,0.88703024
P56537,15,P60010,0.8854704
P56537,16,P41819,0.8853009
P56537,17,P32561,0.88346106
P56537,18,P33297,0.88241774
P56537,19,P00830,0.882408
P56537,20,P41940,0.88096964
P08559,1,P32771,0.950886
P08559,2,P16387,0.94903
P08559,3,P32561,0.94068706
P08559,4,P21954,0.9403239
P08559,5,P00549,0.938318
P08559,6,P32324,0.93758976
P08559,7,P32473,0.9370207
P08559,8,P25453,0.93582964
P08559,9,P25039,0.9352498
P08559,10,P21801,0.9342445
P08559,11,P39954,0.9338902
P08559,12,P07991,0.9336475
P08559,13,P47052,0.93123174
P08559,14,P40348,0.92982364
P08559,15,P39076,0.9294517
P08559,16,P25374,0.92932856
P08559,17,P41940,0.9292676
P08559,18,Q00711,0.9286712
P08559,19,P41939,0.9281541
P08559,20,P08417,0.9274725
P53582,1,P32561,0.95682317
P53582,2,P21954,0.9515261
P53582,3,P41939,0.949945
P53582,4,P07283,0.94668204
P53582,5,P47052,0.9464404
P53582,6,Q00711,0.94605565
P53582,7,P12385,0.94601804
P53582,8,P04801,0.9424387
P53582,9,P32481,0.94227463
P53582,10,Q03195,0.9417314
P53582,11,P32324,0.94076306
P53582,12,P36132,0.94053024
P53582,13,P49090,0.9402449
P53582,14,P52917,0.93997806
P53582,15,P21524,0.9384056
P53582,16,P20459,0.9370282
P53582,17,P38219,0.93668896
P53582,18,P39954,0.93554395
P53582,19,P00817,0.93547887
P53582,20,P54113,0.9353813
Q96RQ3,1,P25453,0.9348918
Q96RQ3,2,Q00055,0.93062496
Q96RQ3,3,P52489,0.92941797
Q96RQ3,4,P51601,0.92836004
Q96RQ3,5,P32327,0.9263979
Q96RQ3,6,P41819,0.92615
Q96RQ3,7,P11154,0.9217956
Q96RQ3,8,P25454,0.92119575
Q96RQ3,9,P46681,0.92011625
Q96RQ3,10,P40558,0.91958475
Q96RQ3,11,P09440,0.9192855
Q96RQ3,12,P00549,0.9192527
Q96RQ3,13,Q03195,0.91810834
Q96RQ3,14,P25039,0.91749537
Q96RQ3,15,P43619,0.9167952
Q96RQ3,16,P53070,0.91539085
Q96RQ3,17,P27697,0.9149999
Q96RQ3,18,P40348,0.91493475
Q96RQ3,19,P52920,0.9148264
Q96RQ3,20,P07244,0.91419345
P62258,1,P29311,0.9739533
P62258,2,P34730,0.96380574
P62258,3,P19073,0.899954
P62258,4,P10591,0.897055
P62258,5,P09435,0.8958157
P62258,6,P10592,0.89571744
P62258,7,P32598,0.8941628
P62258,8,P60010,0.8941228
P62258,9,Q01939,0.89239573
P62258,10,P32835,0.8911075
P62258,11,P32836,0.8891394
P62258,12,P22202,0.88910913
P62258,13,P02994,0.88125336
P62258,14,Q03532,0.86747646
P62258,15,P13393,0.86567193
P62258,16,P25694,0.865531
P62258,17,P00830,0.86482286
P62258,18,Q03195,0.86461544
P62258,19,P05759,0.8627638
P62258,20,P52917,0.859221
Q8NI60,1,P27697,0.9476623
Q8NI60,2,P04050,0.9385327
Q8NI60,3,Q00055,0.9373379
Q8NI60,4,P25454,0.93328834
Q8NI60,5,P09950,0.93224186
Q8NI60,6,P27472,0.9319823
Q8NI60,7,P23337,0.9316317
Q8NI60,8,P47047,0.93149984
Q8NI60,9,Q00578,0.9304099
Q8NI60,10,P41911,0.9287386
Q8NI60,11,P53914,0.92863643
Q8NI60,12,P39925,0.9283376
Q8NI60,13,P32875,0.9269264
Q8NI60,14,P32563,0.92687356
Q8NI60,15,Q02892,0.9230904
Q8NI60,16,P21576,0.9226845
Q8NI60,17,P24279,0.92247695
Q8NI60,18,P37296,0.9219795
Q8NI60,19,P20448,0.9212761
Q8NI60,20,P32795,0.92112535
O14617,1,P47047,0.9393909
O14617,2,Q00578,0.9362152
O14617,3,P39730,0.9335741
O14617,4,P53914,0.9225071
O14617,5,P40991,0.92214185
O14617,6,P54861,0.91747296
O14617,7,P33298,0.91719115
O14617,8,Q99216,0.9168316
O14617,9,P33299,0.9160981
O14617,10,P25454,0.9158303
O14617,11,P20448,0.91555697
O14617,12,P13393,0.9121699
O14617,13,P32481,0.91129225
O14617,14,P53742,0.91059315
O14617,15,P53313,0.9098591
O14617,16,P33322,0.90948915
O14617,17,P04050,0.9086024
O14617,18,P43588,0.90706503
O14617,19,P40327,0.9067435
O14617,20,P21576,0.9061512
Q9UJ83,1,P43619,0.9452408
Q9UJ83,2,P00549,0.93810344
Q9UJ83,3,P52489,0.9368262
Q9UJ83,4,P32327,0.9353644
Q9UJ83,5,P11154,0.93422556
Q9UJ83,6,P27796,0.93128526
Q9UJ83,7,P49954,0.93114495
Q9UJ83,8,Q05506,0.9307394
Q9UJ83,9,P40413,0.93060815
Q9UJ83,10,P39077,0.9299967
Q9UJ83,11,P20133,0.92954934
Q9UJ83,12,P41819,0.9274707
Q9UJ83,13,P14742,0.92625177
Q9UJ83,14,P38795,0.92450166
Q9UJ83,15,P36132,0.9241687
Q9UJ83,16,P32324,0.9230398
Q9UJ83,17,P42943,0.92296904
Q9UJ83,18,P32347,0.92194176
Q9UJ83,19,P40558,0.92177445
Q9UJ83,20,P12612,0.92109406
P31948,1,P15705,0.97054845
P31948,2,P52917,0.93345237
P31948,3,P26793,0.93037325
P31948,4,P20447,0.9206598
P31948,5,Q02821,0.920446
P31948,6,P39730,0.918491
P31948,7,P40348,0.91662145
P31948,8,P39925,0.9157285
P31948,9,P33297,0.9156986
P31948,10,P53549,0.9148149
P31948,11,P53691,0.9140732
P31948,12,Q05498,0.9138215
P31948,13,Q03940,0.9135486
P31948,14,P39987,0.91339755
P31948,15,P20459,0.91245824
P31948,16,P15108,0.9123763
P31948,17,P02829,0.91197014
P31948,18,P0CS90,0.91116565
P31948,19,P53742,0.9110412
P31948,20,P40961,0.91084164
P21912,1,P21801,0.97087836
P21912,2,P00830,0.93241554
P21912,3,P13393,0.9236129
P21912,4,P39954,0.92166847
P21912,5,P21954,0.9201235
P21912,6,P32473,0.9196137
P21912,7,P0CX35,0.9156435
P21912,8,P32771,0.91411114
P21912,9,Q03195,0.91358405
P21912,10,P25374,0.91342974
P21912,11,P32598,0.9126896
P21912,12,P25694,0.9122085
P21912,13,P32561,0.9121672
P21912,14,P33322,0.91070366
P21912,15,P52917,0.9100775
P21912,16,Q01939,0.90851426
P21912,17,P07251,0.9065303
P21912,18,P32481,0.905661
P21912,19,P47052,0.9038752
P21912,20,Q00711,0.90339774
Q96C11,1,P38795,0.94035155
Q96C11,2,Q03195,0.9290077
Q96C11,3,P32327,0.9284128
Q96C11,4,P41819,0.9273667
Q96C11,5,Q05506,0.9269543
Q96C11,6,P11154,0.9244818
Q96C11,7,P20133,0.9230119
Q96C11,8,P43619,0.92219245
Q96C11,9,P52489,0.92047745
Q96C11,10,P36132,0.9200747
Q96C11,11,P40558,0.9149788
Q96C11,12,P50094,0.9142884
Q96C11,13,P32324,0.9134979
Q96C11,14,P49954,0.91280264
Q96C11,15,P38697,0.9126606
Q96C11,16,P53088,0.9124018
Q96C11,17,P50095,0.91238517
Q96C11,18,P20604,0.91157377
Q96C11,19,P07259,0.91038436
Q96C11,20,P00549,0.9102481
O75312,1,P53303,0.9589394
O75312,2,P32861,0.93593645
O75312,3,P38088,0.93549633
O75312,4,P38174,0.9338199
O75312,5,P53088,0.93293655
O75312,6,P38793,0.9323685
O75312,7,Q12109,0.9323108
O75312,8,P22515,0.93056005
O75312,9,P47047,0.93041164
O75312,10,P38861,0.9300511
O75312,11,P23337,0.9282756
O75312,12,P53742,0.92814434
O75312,13,Q08162,0.92782176
O75312,14,P04050,0.927793
O75312,15,P40487,0.9271505
O75312,16,P53914,0.9267882
O75312,17,P25627,0.92667425
O75312,18,P38708,0.92657983
O75312,19,Q00578,0.9249754
O75312,20,P40093,0.9243351
Q96FC9,1,P25454,0.82099444
Q96FC9,2,Q00578,0.8115934
Q96FC9,3,P38793,0.8008687
Q96FC9,4,Q04673,0.7996447
Q96FC9,5,P53893,0.7979874
Q96FC9,6,P47047,0.7938293
Q96FC9,7,P39940,0.79221195
Q96FC9,8,P53091,0.7905806
Q96FC9,9,P30771,0.7886221
Q96FC9,10,P53313,0.7866636
Q96FC9,11,P04050,0.7864993
Q96FC9,12,P24279,0.7856525
Q96FC9,13,Q04199,0.7846818
Q96FC9,14,P24583,0.7836022
Q96FC9,15,P39006,0.7832872
Q96FC9,16,P32863,0.7824951
Q96FC9,17,P33755,0.7815569
Q96FC9,18,Q00772,0.7814624
Q96FC9,19,P23337,0.7807269
Q96FC9,20,Q12265,0.779437
P38935,1,P25454,0.86177963
P38935,2,Q00578,0.8572455
P38935,3,P53742,0.8471718
P38935,4,P38793,0.84495497
P38935,5,P47047,0.8414217
P38935,6,P13393,0.83906746
P38935,7,P25694,0.83841896
P38935,8,P33298,0.8375813
P38935,9,Q01939,0.8348983
P38935,10,P41819,0.8347944
P38935,11,P43588,0.83237326
P38935,12,Q03195,0.83213264
P38935,13,P39730,0.8319019
P38935,14,P24784,0.8316911
P38935,15,P54861,0.83101815
P38935,16,P33299,0.82931596
P38935,17,Q99216,0.82805586
P38935,18,P15303,0.826034
P38935,19,P32481,0.8235489
P38935,20,P52917,0.8217551
Q9H089,1,Q00578,0.9183736
Q9H089,2,P38793,0.9155118
Q9H089,3,P53145,0.90863115
Q9H089,4,P53313,0.8993374
Q9H089,5,Q06106,0.8980303
Q9H089,6,P54861,0.8963633
Q9H089,7,P47047,0.8947782
Q9H089,8,P33755,0.8946894
Q9H089,9,P39940,0.893739
Q9H089,10,P32597,0.89326864
Q9H089,11,Q04673,0.8932137
Q9H089,12,P43588,0.8926784
Q9H089,13,P20448,0.8911119
Q9H089,14,Q99216,0.8910318
Q9H089,15,P30665,0.88987625
Q9H089,16,P40991,0.88911986
Q9H089,17,P15565,0.8889462
Q9H089,18,P53893,0.88684815
Q9H089,19,P53742,0.8858185
Q9H089,20,P24279,0.8857127
Q6P158,1,P32863,0.9673906
Q6P158,2,P30771,0.96657115
Q6P158,3,Q04585,0.9663218
Q6P158,4,P15938,0.9626124
Q6P158,5,P35207,0.95684314
Q6P158,6,Q06224,0.956467
Q6P158,7,P36120,0.95633405
Q6P158,8,P22516,0.95540476
Q6P158,9,P20095,0.9550137
Q6P158,10,P13382,0.95375407
Q6P158,11,P32639,0.95346195
Q6P158,12,P53893,0.9530566
Q6P158,13,P53622,0.9527877
Q6P158,14,Q12149,0.95241606
Q6P158,15,P33760,0.95198095
Q6P158,16,P41810,0.9516582
Q6P158,17,P29056,0.9515091
Q6P158,18,P32501,0.9514257
Q6P158,19,Q03834,0.95093936
Q6P158,20,P32333,0.95038664
Q9Y6V7,1,P38719,0.9372886
Q9Y6V7,2,P38712,0.91789085
Q9Y6V7,3,P52920,0.9164527
Q9Y6V7,4,P47079,0.9116385
Q9Y6V7,5,P40558,0.9108744
Q9Y6V7,6,P53131,0.9072136
Q9Y6V7,7,Q05506,0.90604264
Q9Y6V7,8,Q00055,0.9057336
Q9Y6V7,9,P06839,0.9045834
Q9Y6V7,10,P40024,0.9014953
Q9Y6V7,11,P25454,0.901406
Q9Y6V7,12,P40413,0.89964557
Q9Y6V7,13,P40327,0.8989071
Q9Y6V7,14,P47047,0.89636606
Q9Y6V7,15,P33298,0.8953727
Q9Y6V7,16,P32327,0.8944128
Q9Y6V7,17,P32363,0.8925585
Q9Y6V7,18,P16892,0.89247125
Q9Y6V7,19,P52489,0.8923629
Q9Y6V7,20,P53893,0.8914384
P09110,1,P02994,0.8696429
P09110,2,P19073,0.8626647
P09110,3,Q01939,0.8600769
P09110,4,Q03532,0.85332227
P09110,5,P46969,0.8526129
P09110,6,P47052,0.85168165
P09110,7,P00830,0.849138
P09110,8,P08417,0.84725976
P09110,9,Q00711,0.8462707
P09110,10,P07251,0.84621483
P09110,11,P41940,0.8447259
P09110,12,P41819,0.843937
P09110,13,P09435,0.8437684
P09110,14,P00924,0.8436813
P09110,15,Q12522,0.84362096
P09110,16,P25694,0.8435272
P09110,17,P18239,0.84193426
P09110,18,P32771,0.84186196
P09110,19,P36007,0.8417047
P09110,20,P33297,0.84136766
P51795,1,P07286,0.9668975
P51795,2,P38318,0.96270823
P51795,3,P31382,0.96205753
P51795,4,P47190,0.96006966
P51795,5,P38359,0.9574579
P51795,6,P37296,0.9559431
P51795,7,P39109,0.9557736
P51795,8,Q05567,0.95464516
P51795,9,P32363,0.95344764
P51795,10,P39007,0.95133674
P51795,11,P38329,0.95091987
P51795,12,P38221,0.95060366
P51795,13,P38361,0.9505389
P51795,14,P33775,0.9503117
P51795,15,Q04121,0.950285
P51795,16,P32563,0.9499028
P51795,17,P39524,0.9495814
P51795,18,Q12200,0.9491338
P51795,19,P23337,0.94667214
P51795,20,P36051,0.9462626
P19623,1,P32598,0.895178
P19623,2,Q01939,0.87317395
P19623,3,P60010,0.87261516
P19623,4,P32771,0.86685604
P19623,5,P00830,0.8666299
P19623,6,P32835,0.8665795
P19623,7,P21801,0.8649995
P19623,8,P41940,0.86452216
P19623,9,P32836,0.86325586
P19623,10,Q03195,0.8593677
P19623,11,P19073,0.8586038
P19623,12,P21954,0.8575029
P19623,13,Q03532,0.85529864
P19623,14,P02994,0.85332596
P19623,15,P08417,0.85186106
P19623,16,P39954,0.85069525
P19623,17,P47052,0.8493596
P19623,18,P32561,0.8469814
P19623,19,P41819,0.8465653
P19623,20,P09435,0.8458445
P04818,1,P06785,0.9162087
P04818,2,P39954,0.8839064
P04818,3,P47052,0.87611544
P04818,4,P21954,0.8756452
P04818,5,P32598,0.87414014
P04818,6,P32561,0.8714959
P04818,7,Q03195,0.87121385
P04818,8,P20604,0.87092274
P04818,9,P41940,0.8700112
P04818,10,P23594,0.86892456
P04818,11,Q00711,0.86788756
P04818,12,P21801,0.8654265
P04818,13,P51601,0.8644732
P04818,14,P07283,0.86378115
P04818,15,P54113,0.8636284
P04818,16,P41939,0.8635638
P04818,17,P38009,0.8634382
P04818,18,P41819,0.86266845
P04818,19,P32835,0.86120296
P04818,20,P32836,0.86083204
P10515,1,P12695,0.9030261
P10515,2,P19262,0.8848765
P10515,3,P25454,0.8789584
P10515,4,P13393,0.87220347
P10515,5,P39730,0.86550957
P10515,6,P15646,0.8654738
P10515,7,P25694,0.8581245
P10515,8,P50085,0.8548078
P10515,9,P52917,0.85301167
P10515,10,P25374,0.8503955
P10515,11,Q99216,0.84923613
P10515,12,P24784,0.84866273
P10515,13,P02992,0.8467531
P10515,14,P20447,0.8463487
P10515,15,P53742,0.84523165
P10515,16,P39925,0.843651
P10515,17,P33298,0.8434997
P10515,18,P41819,0.8425654
P10515,19,P32481,0.84154725
P10515,20,Q03940,0.841071
Q16513,1,P33298,0.88389176
Q16513,2,P40327,0.8758101
Q16513,3,Q00578,0.874117
Q16513,4,P47047,0.8685415
Q16513,5,P54861,0.86629224
Q16513,6,P24784,0.86424106
Q16513,7,Q01939,0.8612551
Q16513,8,P39517,0.86105055
Q16513,9,P23594,0.8605091
Q16513,10,P31244,0.85961735
Q16513,11,P33299,0.85744256
Q16513,12,P39730,0.856591
Q16513,13,P25694,0.85231334
Q16513,14,P13393,0.8512804
Q16513,15,P23595,0.85058284
Q16513,16,Q03532,0.85009104
Q16513,17,P25454,0.849835
Q16513,18,P41819,0.84786
Q16513,19,P53894,0.84671056
Q16513,20,P32481,0.8444631
O60884,1,P25491,0.9426778
