human_protein,rank,yeast_protein,similarity_score
Q96GQ7,9,Q07844,-0.2902455
Q96GQ7,10,P38630,-0.29085922
Q96GQ7,11,P24583,-0.29372087
Q96GQ7,12,P36120,-0.30406108
Q96GQ7,13,Q00772,-0.3052716
Q96GQ7,14,P32657,-0.30922318
Q96GQ7,15,P40352,-0.31152648
Q96GQ7,16,P53091,-0.31390718
Q96GQ7,17,Q04673,-0.314261
Q96GQ7,18,P38712,-0.3152415
Q96GQ7,19,P22082,-0.31779674
Q96GQ7,20,P38431,-0.32081783
P35251,1,Q06106,-0.2504579
P35251,2,P38630,-0.27606213
P35251,3,P32597,-0.29517168
P35251,4,P32892,-0.2967871
P35251,5,Q06440,-0.30516073
P35251,6,Q12389,-0.31126514
P35251,7,P53313,-0.31146008
P35251,8,P24583,-0.3162976
P35251,9,P22082,-0.32198822
P35251,10,P08018,-0.3238501
P35251,11,Q04673,-0.32648605
P35251,12,P36120,-0.3280535
P35251,13,P38903,-0.32861218
P35251,14,P40328,-0.32890767
P35251,15,P25582,-0.3312084
P35251,16,Q08773,-0.3355479
P35251,17,P38144,-0.33689997
P35251,18,P20448,-0.337817
P35251,19,Q12296,-0.3385124
P35251,20,Q07844,-0.34016126
P22087,1,P15646,-0.13113788
P22087,2,P33322,-0.3305668
P22087,3,P13393,-0.33206278
P22087,4,P02994,-0.35916364
P22087,5,P09435,-0.36420068
P22087,6,P25694,-0.3647854
P22087,7,P33297,-0.3725286
P22087,8,P52917,-0.3729099
P22087,9,P24783,-0.3739647
P22087,10,P06634,-0.37696177
P22087,11,P22202,-0.3789558
P22087,12,Q03195,-0.38005662
P22087,13,P50085,-0.38047132
P22087,14,P53742,-0.38531622
P22087,15,P40961,-0.38652098
P22087,16,P32835,-0.38721824
P22087,17,P39729,-0.38736674
P22087,18,P32836,-0.38786733
P22087,19,P0CS90,-0.38841674
P22087,20,P00830,-0.38955218
Q96QK1,1,P38811,-0.18839116
Q96QK1,2,Q03280,-0.20956412
Q96QK1,3,P35194,-0.21538974
Q96QK1,4,P38111,-0.22084281
Q96QK1,5,P34110,-0.22508773
Q96QK1,6,P25655,-0.22517507
Q96QK1,7,P38110,-0.23947652
Q96QK1,8,P38737,-0.25443247
Q96QK1,9,P37297,-0.2549646
Q96QK1,10,P25356,-0.28307778
Q96QK1,11,Q00416,-0.2920602
Q96QK1,12,Q12019,-0.29253933
Q96QK1,13,P53886,-0.29530993
Q96QK1,14,P36022,-0.3045329
Q96QK1,15,P47102,-0.3062451
Q96QK1,16,Q04693,-0.31015694
Q96QK1,17,P38164,-0.31364155
Q96QK1,18,P50077,-0.32475483
Q96QK1,19,Q12754,-0.3313102
Q96QK1,20,P33202,-0.3406786
P36578,1,P53742,-0.3183204
P36578,2,P33322,-0.33669877
P36578,3,Q03195,-0.34258458
P36578,4,P25694,-0.34374732
P36578,5,P40078,-0.35599777
P36578,6,P39730,-0.3580865
P36578,7,P13393,-0.35833502
P36578,8,P32481,-0.36371297
P36578,9,P52917,-0.365942
P36578,10,Q01939,-0.36787453
P36578,11,P0CX45,-0.375051
P36578,12,P33297,-0.37599793
P36578,13,P10664,-0.3769147
P36578,14,Q03532,-0.37778285
P36578,15,P41819,-0.3784896
P36578,16,P49626,-0.38052228
P36578,17,P25586,-0.38315725
P36578,18,P05750,-0.38557816
P36578,19,Q05498,-0.38646266
P36578,20,Q99216,-0.38792786
P49366,1,Q03195,-0.2644091
P49366,2,P21954,-0.27855694
P49366,3,P32561,-0.28464797
P49366,4,P47052,-0.29373467
P49366,5,Q00711,-0.29647443
P49366,6,P16140,-0.2992074
P49366,7,P53742,-0.30544096
P49366,8,P21524,-0.306364
P49366,9,P41819,-0.30855176
P49366,10,P41939,-0.31006882
P49366,11,P54113,-0.31221712
P49366,12,P36132,-0.31258422
P49366,13,P39729,-0.31377634
P49366,14,P21801,-0.3154306
P49366,15,P38009,-0.31641167
P49366,16,P38795,-0.31666353
P49366,17,P39954,-0.32339692
P49366,18,P19414,-0.32362536
P49366,19,P12385,-0.32427052
P49366,20,P21672,-0.32449427
Q5T160,1,P38714,-0.1593992
Q5T160,2,Q05506,-0.2432908
Q5T160,3,P32191,-0.25321317
Q5T160,4,P36009,-0.2667501
Q5T160,5,P32363,-0.26768544
Q5T160,6,P48525,-0.27105615
Q5T160,7,P04803,-0.27113587
Q5T160,8,P38628,-0.27641904
Q5T160,9,P07236,-0.27806506
Q5T160,10,P48527,-0.27859697
Q5T160,11,P25847,-0.27893332
Q5T160,12,P32454,-0.28009847
Q5T160,13,P38820,-0.28228113
Q5T160,14,Q08645,-0.28445083
Q5T160,15,P07259,-0.28445423
Q5T160,16,Q06567,-0.2847511
Q5T160,17,P38719,-0.2849141
Q5T160,18,P25038,-0.28624275
Q5T160,19,P04385,-0.28750634
Q5T160,20,Q06817,-0.28751534
O95352,1,P38793,-0.22996877
O95352,2,Q00578,-0.25520304
O95352,3,P47047,-0.25605574
O95352,4,P23337,-0.26809496
O95352,5,P53914,-0.26977864
O95352,6,P04050,-0.27300936
O95352,7,Q08162,-0.27736628
O95352,8,P38238,-0.2813286
O95352,9,P32861,-0.2815519
O95352,10,P38862,-0.28233346
O95352,11,P22515,-0.28296122
O95352,12,Q04673,-0.28868854
O95352,13,P33755,-0.2888192
O95352,14,P15565,-0.29036468
O95352,15,P38628,-0.29066023
O95352,16,P29468,-0.29103538
O95352,17,P43588,-0.29320893
O95352,18,P27472,-0.29381
O95352,19,Q03330,-0.29584575
O95352,20,P15274,-0.29597127
Q969S9,1,P38714,-0.23991244
Q969S9,2,P53070,-0.25753328
Q969S9,3,P32191,-0.26093793
Q969S9,4,P46943,-0.26177585
Q969S9,5,P25038,-0.26255646
Q969S9,6,P14742,-0.26273063
Q969S9,7,P38719,-0.2666634
Q969S9,8,Q07729,-0.2689008
Q969S9,9,Q01574,-0.2724073
Q969S9,10,P32528,-0.27384156
Q969S9,11,P07259,-0.27518788
Q969S9,12,P38820,-0.27656475
Q969S9,13,P52489,-0.27657032
Q969S9,14,P32794,-0.2767456
Q969S9,15,P32795,-0.27739856
Q969S9,16,P13586,-0.27758422
Q969S9,17,P07236,-0.28119203
Q969S9,18,P32327,-0.2828293
Q969S9,19,P07258,-0.28308004
Q969S9,20,P53131,-0.2839071
P68400,1,P32835,-0.24883163
P68400,2,P32836,-0.25212735
P68400,3,P32598,-0.36014214
P68400,4,Q01939,-0.3663642
P68400,5,P19073,-0.38114834
P68400,6,P25694,-0.38144165
P68400,7,P33297,-0.38505882
P68400,8,P13393,-0.3904301
P68400,9,Q03532,-0.39890388
P68400,10,P10081,-0.39900842
P68400,11,P47052,-0.40764323
P68400,12,P02994,-0.41244712
P68400,13,Q00711,-0.41638297
P68400,14,P52917,-0.41900608
P68400,15,P39517,-0.41959903
P68400,16,P32561,-0.41979167
P68400,17,Q03195,-0.4226156
P68400,18,P00830,-0.4258632
P68400,19,P18239,-0.4298819
P68400,20,P29311,-0.43023154
O00541,1,Q02892,-0.22447786
O00541,2,P53145,-0.22491209
O00541,3,P53261,-0.23363471
O00541,4,P53313,-0.23415275
O00541,5,P04786,-0.23869802
O00541,6,P38431,-0.24106018
O00541,7,Q00578,-0.25685415
O00541,8,Q03330,-0.26061645
O00541,9,P25582,-0.26389802
O00541,10,P40991,-0.26834583
O00541,11,P38861,-0.27069286
O00541,12,Q12196,-0.2713596
O00541,13,P20448,-0.27400342
O00541,14,P53914,-0.27437052
O00541,15,P15274,-0.27669775
O00541,16,P04050,-0.27876303
O00541,17,P38630,-0.27907068
O00541,18,P25586,-0.28430474
O00541,19,P47047,-0.28563127
O00541,20,P38793,-0.28758582
O95486,1,P53829,-0.29020432
O95486,2,P39940,-0.30299523
O95486,3,P04050,-0.32919297
O95486,4,Q04673,-0.32983738
O95486,5,Q12265,-0.3339436
O95486,6,P25454,-0.33463284
O95486,7,P53894,-0.33620587
O95486,8,Q00362,-0.33856428
O95486,9,Q12417,-0.33888257
O95486,10,Q00578,-0.34114006
O95486,11,P30665,-0.3449556
O95486,12,P47047,-0.34762478
O95486,13,P10823,-0.34894335
O95486,14,P53091,-0.3497509
O95486,15,P38630,-0.3507663
O95486,16,P15274,-0.351376
O95486,17,P38793,-0.3525002
O95486,18,P24279,-0.3566644
O95486,19,P23337,-0.35895672
O95486,20,P53893,-0.3601772
Q9BZG8,1,Q03195,-0.44969273
Q9BZG8,2,P13393,-0.45399743
Q9BZG8,3,P25454,-0.45573723
Q9BZG8,4,P25694,-0.4611787
Q9BZG8,5,P53742,-0.464383
Q9BZG8,6,P41819,-0.46614
Q9BZG8,7,P32835,-0.4720727
Q9BZG8,8,Q01939,-0.47313377
Q9BZG8,9,Q03532,-0.47490618
Q9BZG8,10,P32836,-0.47805604
Q9BZG8,11,P32481,-0.48389807
Q9BZG8,12,P33298,-0.4847247
Q9BZG8,13,P39517,-0.4892092
Q9BZG8,14,Q00578,-0.48991033
Q9BZG8,15,P21801,-0.49032876
Q9BZG8,16,P53088,-0.491012
Q9BZG8,17,P33297,-0.49131554
Q9BZG8,18,P52917,-0.49491864
Q9BZG8,19,P38795,-0.49516898
Q9BZG8,20,P25374,-0.49641094
P15104,1,P32288,-0.17847998
P15104,2,P38795,-0.24567659
P15104,3,P41939,-0.24942788
P15104,4,P00817,-0.25012505
P15104,5,P32469,-0.25229216
P15104,6,P53982,-0.2531439
P15104,7,P54113,-0.25614882
P15104,8,P21672,-0.2585225
P15104,9,P32561,-0.2593495
P15104,10,P21524,-0.26036358
P15104,11,P11986,-0.26624689
P15104,12,P19414,-0.268398
P15104,13,P07703,-0.2702147
P15104,14,P38972,-0.27202186
P15104,15,P21954,-0.2741607
P15104,16,Q12109,-0.27585256
P15104,17,P38791,-0.2759229
P15104,18,P08518,-0.27835736
P15104,19,P38009,-0.28305933
P15104,20,Q02908,-0.28321743
O14939,1,P27472,-0.2415052
O14939,2,P23337,-0.24715367
O14939,3,P80235,-0.25829223
O14939,4,Q08162,-0.261058
O14939,5,P17709,-0.27469268
O14939,6,Q12362,-0.28062594
O14939,7,P38793,-0.28535205
O14939,8,P04051,-0.28612244
O14939,9,P32317,-0.2892877
O14939,10,P32191,-0.28939664
O14939,11,P38628,-0.29198357
O14939,12,P17255,-0.29237086
O14939,13,Q00578,-0.29260668
O14939,14,P32895,-0.2926157
O14939,15,P04050,-0.29270545
O14939,16,P29468,-0.29365385
O14939,17,P41911,-0.2960881
O14939,18,P38238,-0.2987869
O14939,19,P15274,-0.29934683
O14939,20,P04385,-0.30028322
Q9ULA0,1,P38821,-0.2829861
Q9ULA0,2,P32327,-0.2990694
Q9ULA0,3,P51601,-0.30126587
Q9ULA0,4,P11154,-0.30269817
Q9ULA0,5,Q00055,-0.30944178
Q9ULA0,6,P32381,-0.3148986
Q9ULA0,7,P09201,-0.3153504
Q9ULA0,8,P07244,-0.31550774
Q9ULA0,9,P52489,-0.31556162
Q9ULA0,10,P53131,-0.3161172
Q9ULA0,11,P25454,-0.3164881
Q9ULA0,12,P25453,-0.31751248
Q9ULA0,13,P32377,-0.31796002
Q9ULA0,14,P37292,-0.31820405
Q9ULA0,15,P09440,-0.31963882
Q9ULA0,16,P42222,-0.32687753
Q9ULA0,17,P0CX10,-0.32698298
Q9ULA0,18,P02992,-0.3270252
Q9ULA0,19,P07245,-0.3270792
Q9ULA0,20,P38795,-0.3299793
Q06609,1,Q01939,-0.27221957
Q06609,2,P25694,-0.2744021
Q06609,3,P52917,-0.2754237
Q06609,4,P02994,-0.27655712
Q06609,5,P10081,-0.28100392
Q06609,6,P32598,-0.29294735
Q06609,7,P25453,-0.2931915
Q06609,8,Q03195,-0.2936612
Q06609,9,P33297,-0.29705945
Q06609,10,P32836,-0.2971011
Q06609,11,P32835,-0.298049
Q06609,12,P13393,-0.2997057
Q06609,13,P09435,-0.30027288
Q06609,14,P39076,-0.30943283
Q06609,15,P41940,-0.3123941
Q06609,16,P19073,-0.31329858
Q06609,17,P42943,-0.31375596
Q06609,18,P32324,-0.3144057
Q06609,19,Q03532,-0.31458217
Q06609,20,P00830,-0.31468728
P54646,1,P31244,-0.26155478
P54646,2,Q00772,-0.27451065
P54646,3,P06782,-0.27554345
P54646,4,P33298,-0.28552005
P54646,5,P53091,-0.28556076
P54646,6,P30665,-0.28905016
P54646,7,P32895,-0.29089105
P54646,8,P47047,-0.2909064
P54646,9,P32485,-0.29383826
P54646,10,P33299,-0.29538894
P54646,11,P39517,-0.2977416
P54646,12,Q12265,-0.2988444
P54646,13,P40327,-0.29972705
P54646,14,P25454,-0.30059704
P54646,15,P05986,-0.30110052
P54646,16,P29469,-0.30252522
P54646,17,P38132,-0.30506745
P54646,18,P06245,-0.30768326
P54646,19,Q07844,-0.3077157
P54646,20,P40527,-0.308645
O00487,1,P43588,-0.25693014
O00487,2,Q00578,-0.32061538
O00487,3,P21801,-0.330902
O00487,4,Q03195,-0.33340985
O00487,5,P32481,-0.33787358
O00487,6,P53742,-0.33843777
O00487,7,P47047,-0.34512395
O00487,8,P13393,-0.34645122
O00487,9,P25454,-0.3485639
O00487,10,P54861,-0.3490377
O00487,11,Q01939,-0.3524889
O00487,12,P32561,-0.35669583
O00487,13,P12385,-0.3602303
O00487,14,P41819,-0.3618138
O00487,15,P51601,-0.36230364
O00487,16,Q99216,-0.36355326
O00487,17,P47122,-0.36786452
O00487,18,P25694,-0.36786643
O00487,19,P20459,-0.37178862
O00487,20,P33322,-0.37196857
O60825,1,Q03195,-0.2503472
O60825,2,P32481,-0.25358257
O60825,3,P47047,-0.26116008
O60825,4,Q00578,-0.26657784
O60825,5,P51601,-0.26672894
O60825,6,P32561,-0.27078453
O60825,7,P53742,-0.27280545
O60825,8,P41819,-0.2730456
O60825,9,P43588,-0.27410007
O60825,10,P40348,-0.275352
O60825,11,P54861,-0.2759947
O60825,12,P23594,-0.27654788
O60825,13,P32861,-0.280067
O60825,14,Q12009,-0.28417936
O60825,15,P23595,-0.28607032
O60825,16,P13393,-0.2881657
O60825,17,Q01939,-0.2890737
O60825,18,P25453,-0.28985298
O60825,19,P20459,-0.28991395
O60825,20,P12385,-0.29092273
Q13616,1,P47047,-0.2632019
Q13616,2,P54861,-0.27627194
Q13616,3,P20459,-0.2849573
Q13616,4,P26793,-0.28750712
Q13616,5,P21576,-0.29006657
Q13616,6,P22515,-0.29424384
Q13616,7,Q12460,-0.2956694
Q13616,8,P43588,-0.29987317
Q13616,9,Q03195,-0.3017839
Q13616,10,P53131,-0.30270064
Q13616,11,Q08649,-0.30392632
Q13616,12,Q00578,-0.30458283
Q13616,13,Q05498,-0.3050533
Q13616,14,P53742,-0.30645716
Q13616,15,P12385,-0.3072896
Q13616,16,P53088,-0.3077086
Q13616,17,P15303,-0.30773953
Q13616,18,P53914,-0.311016
Q13616,19,P40348,-0.3116554
Q13616,20,P38861,-0.31580642
P04181,1,P07991,-0.1892834
P04181,2,P32771,-0.23557247
P04181,3,P32473,-0.23673424
P04181,4,P08417,-0.23753347
P04181,5,P38620,-0.2648074
P04181,6,P38063,-0.26524878
P04181,7,P47052,-0.26630086
P04181,8,P38689,-0.26954356
P04181,9,Q00711,-0.27005172
P04181,10,P25374,-0.27150828
P04181,11,P38067,-0.27343458
P04181,12,P46969,-0.27770486
P04181,13,P25039,-0.27807888
P04181,14,P38720,-0.27809015
P04181,15,P41940,-0.28316382
P04181,16,P21954,-0.28383657
P04181,17,P21801,-0.2846229
P04181,18,P00549,-0.28638062
P04181,19,P53319,-0.28750578
P04181,20,P37291,-0.28841525
P60510,1,P32598,-0.19728775
P60510,2,Q01939,-0.29238474
P60510,3,P20604,-0.29261693
P60510,4,P32835,-0.30308923
P60510,5,P32836,-0.30369338
P60510,6,P60010,-0.30402786
P60510,7,P23594,-0.30741617
P60510,8,P47052,-0.31158492
P60510,9,P02994,-0.31295046
P60510,10,P19073,-0.31698263
P60510,11,P41940,-0.3252001
P60510,12,Q00711,-0.32600036
P60510,13,Q03532,-0.33170024
P60510,14,P25694,-0.33239186
P60510,15,P10081,-0.3362962
P60510,16,P33297,-0.3377842
P60510,17,P23595,-0.34076956
P60510,18,P09435,-0.34560525
P60510,19,Q03195,-0.34831432
P60510,20,P32561,-0.35227174
Q8IZQ1,1,Q03280,-0.2703196
Q8IZQ1,2,P37297,-0.2706058
Q8IZQ1,3,Q03897,-0.27423337
Q8IZQ1,4,Q12311,-0.2774535
Q8IZQ1,5,Q00416,-0.28104296
Q8IZQ1,6,Q12019,-0.28795984
Q8IZQ1,7,Q04693,-0.28798336
Q8IZQ1,8,P33202,-0.2906162
Q8IZQ1,9,P38111,-0.297622
Q8IZQ1,10,P32361,-0.29905233
Q8IZQ1,11,P38164,-0.30216908
Q8IZQ1,12,P53886,-0.30387098
Q8IZQ1,13,P47102,-0.30423492
Q8IZQ1,14,P38737,-0.30555624
Q8IZQ1,15,Q08562,-0.30636233
Q8IZQ1,16,P25655,-0.31054673
Q8IZQ1,17,P40985,-0.31140634
Q8IZQ1,18,P22219,-0.31152624
Q8IZQ1,19,P39538,-0.31187978
Q8IZQ1,20,P38811,-0.31362745
Q13535,1,P38111,-0.2205491
Q13535,2,P37297,-0.22462401
Q13535,3,P38737,-0.23441227
Q13535,4,P35194,-0.24010187
Q13535,5,Q12019,-0.24556695
Q13535,6,P36022,-0.24947426
Q13535,7,P47102,-0.25097728
Q13535,8,P33202,-0.25498223
Q13535,9,Q00416,-0.25662175
Q13535,10,P35169,-0.25905207
Q13535,11,Q03280,-0.25954038
Q13535,12,P32600,-0.26684284
Q13535,13,P38811,-0.26764268
Q13535,14,Q12754,-0.27186236
Q13535,15,P22219,-0.27290615
Q13535,16,P25655,-0.2753556
Q13535,17,P38110,-0.27998117
Q13535,18,Q12311,-0.2816384
Q13535,19,Q08562,-0.2825511
Q13535,20,P40985,-0.28671902
Q5VYK3,1,P33892,-0.18568586
Q5VYK3,2,P32600,-0.19039075
Q5VYK3,3,P35169,-0.19801147
Q5VYK3,4,Q12754,-0.2218134
Q5VYK3,5,Q06156,-0.22195749
Q5VYK3,6,P46970,-0.26077288
Q5VYK3,7,P32333,-0.26333898
Q5VYK3,8,P38737,-0.26758176
Q5VYK3,9,P11075,-0.27052563
Q5VYK3,10,P54860,-0.27062604
Q5VYK3,11,P33202,-0.27175236
Q5VYK3,12,P19735,-0.2740803
Q5VYK3,13,Q02932,-0.2753116
Q5VYK3,14,P47102,-0.27645594
Q5VYK3,15,P38217,-0.27647132
Q5VYK3,16,P38873,-0.2841492
Q5VYK3,17,P27351,-0.28443828
Q5VYK3,18,P46682,-0.28683585
Q5VYK3,19,Q00416,-0.28734204
Q5VYK3,20,Q06708,-0.28783774
P54577,1,P36421,-0.19271168
P54577,2,P41819,-0.253668
P54577,3,P21954,-0.2575574
P54577,4,P04801,-0.26338223
P54577,5,P08524,-0.26432353
P54577,6,Q03195,-0.26488432
P54577,7,P41940,-0.26728675
P54577,8,P50094,-0.2741939
P54577,9,Q05506,-0.27561283
P54577,10,P07283,-0.27587762
P54577,11,P52917,-0.2760678
P54577,12,P39729,-0.27860615
P54577,13,P50095,-0.27926564
P54577,14,P32324,-0.27960587
P54577,15,P15180,-0.2823492
P54577,16,P43619,-0.28298375
P54577,17,Q03532,-0.2840666
P54577,18,P38088,-0.285201
P54577,19,P54113,-0.28616273
P54577,20,P38795,-0.287966
P49591,1,P07284,-0.1916925
P49591,2,P04801,-0.2022426
P49591,3,P38088,-0.2080985
P49591,4,P53088,-0.20923433
P49591,5,Q05506,-0.2214233
P49591,6,P38708,-0.22517537
P49591,7,P07259,-0.22747557
P49591,8,P49090,-0.22912675
P49591,9,P36132,-0.2305307
P49591,10,P15180,-0.23255594
P49591,11,P21672,-0.23256993
P49591,12,P21524,-0.23269902
P49591,13,P40825,-0.23280565
P49591,14,P04802,-0.23669012
P49591,15,P32327,-0.23675236
P49591,16,Q06817,-0.24025853
P49591,17,P38707,-0.24067669
P49591,18,P49089,-0.24252652
P49591,19,P38795,-0.24398696
P49591,20,P11154,-0.24445474
P35250,1,Q03532,-0.30963334
P35250,2,Q01939,-0.32262912
P35250,3,P25694,-0.35005215
P35250,4,P06780,-0.35589966
P35250,5,P32835,-0.37060186
P35250,6,P32836,-0.3744318
P35250,7,P29311,-0.3781221
P35250,8,P41940,-0.37821043
P35250,9,Q03195,-0.38385287
P35250,10,P33297,-0.38430378
P35250,11,P32598,-0.3884116
P35250,12,P52917,-0.39191175
P35250,13,P41819,-0.39439964
P35250,14,P10081,-0.39448196
P35250,15,P19073,-0.39484498
P35250,16,P00546,-0.39927816
P35250,17,P39517,-0.40046123
P35250,18,P34730,-0.4055837
P35250,19,P33298,-0.40772882
P35250,20,P40339,-0.40788224
Q9BXP2,1,P25454,-0.4444799
Q9BXP2,2,Q00055,-0.46414047
Q9BXP2,3,P41911,-0.48484862
Q9BXP2,4,P33310,-0.4936721
Q9BXP2,5,P32327,-0.49444357
Q9BXP2,6,P07286,-0.49494153
Q9BXP2,7,P27472,-0.49818406
Q9BXP2,8,P11154,-0.49842384
Q9BXP2,9,P40416,-0.4984883
Q9BXP2,10,P31382,-0.49851787
Q9BXP2,11,P09950,-0.49953648
Q9BXP2,12,P17709,-0.5002893
Q9BXP2,13,P32363,-0.50039333
Q9BXP2,14,P04050,-0.50149196
Q9BXP2,15,P39007,-0.5021952
Q9BXP2,16,P32191,-0.50380707
Q9BXP2,17,P53131,-0.50485533
Q9BXP2,18,P53829,-0.5048556
Q9BXP2,19,P38011,-0.50720334
Q9BXP2,20,P20107,-0.5080063
O95394,1,P38795,-0.23131643
O95394,2,P32861,-0.240341
O95394,3,P38628,-0.24767143
O95394,4,P32327,-0.24934667
O95394,5,P53088,-0.25222996
O95394,6,P22515,-0.25589418
O95394,7,Q00055,-0.25680462
O95394,8,P11154,-0.25916544
O95394,9,P29952,-0.25955856
O95394,10,P52892,-0.26026997
O95394,11,P46681,-0.26163226
O95394,12,Q03195,-0.26163712
O95394,13,P52489,-0.26239637
O95394,14,P41819,-0.26437053
O95394,15,P36132,-0.26471454
O95394,16,P54113,-0.2649686
O95394,17,P49090,-0.26535273
O95394,18,Q05506,-0.2654011
O95394,19,P28273,-0.26575702
O95394,20,Q07729,-0.26594535
P60891,1,P19073,-0.33347625
P60891,2,P32836,-0.34932598
P60891,3,P32835,-0.34945446
P60891,4,P32598,-0.3512592
P60891,5,P38620,-0.36423138
P60891,6,P02994,-0.3730893
P60891,7,P00830,-0.37904325
P60891,8,P10081,-0.3828916
P60891,9,P38063,-0.39160848
P60891,10,P47052,-0.39424744
P60891,11,Q00711,-0.40198025
P60891,12,P38689,-0.40208596
P60891,13,P09435,-0.40576407
P60891,14,P10591,-0.4083754
P60891,15,P60010,-0.40892237
P60891,16,P22202,-0.4104334
P60891,17,P10592,-0.411358
P60891,18,P08417,-0.4141378
P60891,19,P18238,-0.4143091
P60891,20,Q01939,-0.41799632
Q9P2R7,1,P41940,-0.2371513
Q9P2R7,2,P25039,-0.24346387
Q9P2R7,3,P41819,-0.24454626
Q9P2R7,4,P53312,-0.24551865
Q9P2R7,5,P42943,-0.24750784
Q9P2R7,6,P33297,-0.25340495
Q9P2R7,7,P52917,-0.25730893
Q9P2R7,8,P25694,-0.25908226
Q9P2R7,9,P02992,-0.26035765
Q9P2R7,10,Q03195,-0.26389784
Q9P2R7,11,P37292,-0.26459494
Q9P2R7,12,P32324,-0.26471868
Q9P2R7,13,P46969,-0.26506567
Q9P2R7,14,P00549,-0.26710975
Q9P2R7,15,P21954,-0.2673579
Q9P2R7,16,P25374,-0.26779228
Q9P2R7,17,P04801,-0.26780188
Q9P2R7,18,P19882,-0.26828536
Q9P2R7,19,P08417,-0.26905224
Q9P2R7,20,P43619,-0.2695748
Q7KZ85,1,Q06706,-0.21564901
Q7KZ85,2,P35845,-0.21592195
Q7KZ85,3,Q12451,-0.22537594
Q7KZ85,4,P39104,-0.23950095
Q7KZ85,5,Q02792,-0.24145818
Q7KZ85,6,P53258,-0.24963869
Q7KZ85,7,P23615,-0.25161144
Q7KZ85,8,P40433,-0.25464898
Q7KZ85,9,Q12149,-0.25712222
Q7KZ85,10,P07276,-0.25713986
Q7KZ85,11,P50942,-0.25739616
Q7KZ85,12,P06103,-0.25776064
Q7KZ85,13,Q12271,-0.2668052
Q7KZ85,14,Q05471,-0.26773158
Q7KZ85,15,P32657,-0.26809973
Q7KZ85,16,P11075,-0.26868033
Q7KZ85,17,P40340,-0.27038884
Q7KZ85,18,P06777,-0.27359936
Q7KZ85,19,P32849,-0.27412498
Q7KZ85,20,P13382,-0.2781172
Q9NTK5,1,P38219,-0.18083374
Q9NTK5,2,P25039,-0.22696137
Q9NTK5,3,P04801,-0.23803918
Q9NTK5,4,P37291,-0.26713553
Q9NTK5,5,P08524,-0.26998478
Q9NTK5,6,P21954,-0.2707822
Q9NTK5,7,P38720,-0.2717373
Q9NTK5,8,P07283,-0.27210483
Q9NTK5,9,P42943,-0.27396208
Q9NTK5,10,P19882,-0.2740884
Q9NTK5,11,P47052,-0.2779277
Q9NTK5,12,P32324,-0.2783909
Q9NTK5,13,P52917,-0.28125417
Q9NTK5,14,Q00711,-0.28319222
Q9NTK5,15,P00925,-0.28565934
Q9NTK5,16,P20459,-0.2865915
Q9NTK5,17,P00924,-0.28721258
Q9NTK5,18,P39729,-0.2875792
Q9NTK5,19,P53228,-0.2886427
Q9NTK5,20,P07170,-0.29130128
Q9NVU7,1,P53742,-0.25134918
Q9NVU7,2,P53313,-0.26197848
Q9NVU7,3,P40991,-0.27328375
Q9NVU7,4,P39730,-0.27413273
Q9NVU7,5,P38861,-0.27566734
Q9NVU7,6,P53914,-0.2786761
Q9NVU7,7,P47047,-0.27928102
Q9NVU7,8,Q12460,-0.28409258
Q9NVU7,9,Q99216,-0.2873135
Q9NVU7,10,P40078,-0.29249364
Q9NVU7,11,P25582,-0.29417667
Q9NVU7,12,Q00578,-0.29757202
Q9NVU7,13,P33322,-0.3011628
Q9NVU7,14,Q05498,-0.3021896
Q9NVU7,15,P25586,-0.304245
Q9NVU7,16,P20459,-0.30519986
Q9NVU7,17,P20448,-0.30531174
Q9NVU7,18,P12385,-0.30722877
Q9NVU7,19,P54861,-0.3082191
Q9NVU7,20,Q03195,-0.30888927
Q92889,1,Q00578,-0.24196091
Q92889,2,Q04673,-0.2441197
Q92889,3,P47047,-0.24803668
Q92889,4,P53893,-0.25964367
Q92889,5,P30771,-0.2634924
Q92889,6,P38793,-0.2636685
Q92889,7,Q06224,-0.26532635
Q92889,8,Q08162,-0.27349213
Q92889,9,P29468,-0.27843875
Q92889,10,P41810,-0.27889436
Q92889,11,P23337,-0.278962
Q92889,12,P04819,-0.27909833
Q92889,13,P31244,-0.2803233
Q92889,14,P30665,-0.28153858
Q92889,15,Q02939,-0.28169233
Q92889,16,P38132,-0.28265446
Q92889,17,P15565,-0.28272372
Q92889,18,P53091,-0.28366983
Q92889,19,P32597,-0.28496394
Q92889,20,P54861,-0.28588992
P51003,1,Q00578,-0.28476238
P51003,2,Q99216,-0.287542
P51003,3,P39940,-0.29394093
P51003,4,P32597,-0.29663658
P51003,5,P54861,-0.2984847
P51003,6,P23291,-0.30303684
P51003,7,P47047,-0.30725402
P51003,8,Q03330,-0.3128124
P51003,9,P38793,-0.31403425
P51003,10,Q00362,-0.3146034
P51003,11,P30665,-0.31637827
P51003,12,Q04673,-0.32262707
P51003,13,P23292,-0.32484633
P51003,14,P38630,-0.32527462
P51003,15,P24583,-0.32544246
P51003,16,P31244,-0.32570297
P51003,17,Q06440,-0.32722497
P51003,18,P53894,-0.3298988
P51003,19,P29468,-0.33000207
P51003,20,P04819,-0.3318964
P62701,1,P0CX35,-0.2743083
P62701,2,P00830,-0.2998547
P62701,3,P02994,-0.32263744
P62701,4,P09435,-0.3383117
