Yeast_STRING_ID	Human_STRING_ID	BitScore
4932.YDL056W	9606.ENSP00000386135	59.3
4932.YHR208W	9606.ENSP00000443459	322.0
4932.YER154W	9606.ENSP00000285848	161.0
4932.YHR188C	9606.ENSP00000279036	227.3
4932.YMR183C	9606.ENSP00000222812	103.2
4932.YHR098C	9606.ENSP00000343405	260.8
4932.YNL169C	9606.ENSP00000391739	251.9
4932.YNL004W	9606.ENSP00000463233	76.6
4932.YHR132C	9606.ENSP00000222482	194.5
4932.YHR183W	9606.ENSP00000270776	664.1
4932.YML064C	9606.ENSP00000244040	85.1
4932.YHR117W	9606.ENSP00000284320	137.1
4932.YHR162W	9606.ENSP00000271373	91.3
4932.YHR172W	9606.ENSP00000446093	88.2
4932.YOR020C	9606.ENSP00000233893	81.6
4932.YHR114W	9606.ENSP00000271234	73.2
4932.YDR264C	9606.ENSP00000403397	223.0
4932.YGL049C	9606.ENSP00000383274	144.1
4932.YDL101C	9606.ENSP00000372023	219.2
4932.YHR169W	9606.ENSP00000247003	377.5
4932.YHR200W	9606.ENSP00000357876	230.7
4932.YNL267W	9606.ENSP00000357869	302.4
4932.YGR234W	9606.ENSP00000298352	60.5
4932.YGR020C	9606.ENSP00000417378	105.1
4932.YAL036C	9606.ENSP00000329715	503.4
4932.YDR342C	9606.ENSP00000320935	167.5
4932.YHR115C	9606.ENSP00000499241	60.1
4932.YHL024W	9606.ENSP00000358089	51.6
4932.YHR031C	9606.ENSP00000328174	298.1
4932.YEL026W	9606.ENSP00000383949	189.1
4932.YDL195W	9606.ENSP00000378721	267.3
4932.YDR208W	9606.ENSP00000466363	197.2
4932.YHR080C	9606.ENSP00000402457	114.4
4932.YAL002W	9606.ENSP00000487164	89.4
4932.YAR003W	9606.ENSP00000264515	143.7
4932.YGL178W	9606.ENSP00000338173	161.8
4932.YHR164C	9606.ENSP00000351185	446.8
4932.YER114C	9606.ENSP00000435389	55.5
4932.YLR025W	9606.ENSP00000433967	140.2
4932.YJL197W	9606.ENSP00000280377	355.5
4932.YHR204W	9606.ENSP00000256497	352.8
4932.YGL022W	9606.ENSP00000295770	773.5
4932.YNR052C	9606.ENSP00000430493	200.3
4932.YHR085W	9606.ENSP00000364037	62.0
4932.YEL062W	9606.ENSP00000232501	130.6
4932.YHR137W	9606.ENSP00000423190	156.8
4932.YEL022W	9606.ENSP00000359000	271.9
4932.YJL191W	9606.ENSP00000385958	234.2
4932.YMR008C	9606.ENSP00000380442	68.9
4932.YDR080W	9606.ENSP00000309457	243.0
4932.YMR287C	9606.ENSP00000315569	65.9
4932.YHR193C	9606.ENSP00000448035	115.9
4932.YOL005C	9606.ENSP00000292614	115.9
4932.YJL143W	9606.ENSP00000356256	145.6
4932.YAL044C	9606.ENSP00000319531	112.8
4932.YOR269W	9606.ENSP00000380378	146.0
4932.YEL013W	9606.ENSP00000298032	90.9
4932.YIL046W	9606.ENSP00000474725	226.1
4932.YEL071W	9606.ENSP00000315351	446.8
4932.YDR297W	9606.ENSP00000261507	89.0
4932.YHL001W	9606.ENSP00000379506	110.2
4932.YHR052W	9606.ENSP00000460871	50.8
4932.YHR111W	9606.ENSP00000244051	292.4
4932.YER129W	9606.ENSP00000371188	203.4
4932.YDR270W	9606.ENSP00000242839	536.2
4932.YJL204C	9606.ENSP00000484855	55.1
4932.YER089C	9606.ENSP00000282412	174.1
4932.YHL002W	9606.ENSP00000263904	119.8
4932.YAL048C	9606.ENSP00000351132	294.3
4932.YJL196C	9606.ENSP00000378105	87.8
4932.YER028C	9606.ENSP00000239938	72.4
4932.YHL031C	9606.ENSP00000225724	80.5
4932.YHR113W	9606.ENSP00000431076	416.0
4932.YHR207C	9606.ENSP00000419184	55.8
4932.YDR228C	9606.ENSP00000298281	83.6
4932.YDR142C	9606.ENSP00000315680	164.9
4932.YHR034C	9606.ENSP00000262265	59.7
4932.YPL190C	9606.ENSP00000405012	72.4
4932.YHR170W	9606.ENSP00000417559	463.4
4932.YAL060W	9606.ENSP00000267814	104.0
4932.YOR206W	9606.ENSP00000317992	311.2
4932.YHR206W	9606.ENSP00000357440	93.6
4932.YDR083W	9606.ENSP00000254605	164.5
4932.YAR008W	9606.ENSP00000397402	75.9
4932.YHR088W	9606.ENSP00000359688	243.8
4932.YOR033C	9606.ENSP00000355506	230.7
4932.YOR014W	9606.ENSP00000417963	529.6
4932.YHR012W	9606.ENSP00000480853	117.5
4932.YER123W	9606.ENSP00000353904	309.7
4932.YHR050W	9606.ENSP00000378364	190.3
4932.YAL042W	9606.ENSP00000349970	260.8
4932.YHR161C	9606.ENSP00000377015	109.8
4932.YEL031W	9606.ENSP00000349877	849.0
4932.YAL035W	9606.ENSP00000289371	714.9
4932.YGL006W	9606.ENSP00000392043	553.5
4932.YGL095C	9606.ENSP00000495563	366.7
4932.YHR158C	9606.ENSP00000362639	87.0
4932.YNL084C	9606.ENSP00000360798	89.0
4932.YIR034C	9606.ENSP00000403768	65.5
4932.YDL160C	9606.ENSP00000478754	592.8
4932.YIL009W	9606.ENSP00000339787	300.8
4932.YJL165C	9606.ENSP00000360290	103.6
4932.YER136W	9606.ENSP00000369538	509.6
4932.YAL007C	9606.ENSP00000359305	86.3
4932.YHR070W	9606.ENSP00000261249	245.4
4932.YFR031C	9606.ENSP00000286398	733.4
4932.YER169W	9606.ENSP00000370710	265.0
4932.YPR104C	9606.ENSP00000328720	95.5
4932.YDR135C	9606.ENSP00000382342	1095.1
4932.YER015W	9606.ENSP00000422607	325.5
4932.YHR076W	9606.ENSP00000346255	119.8
4932.YGR162W	9606.ENSP00000383274	138.7
4932.YML074C	9606.ENSP00000444810	81.6
4932.YHR027C	9606.ENSP00000310129	753.8
4932.YJL200C	9606.ENSP00000216254	826.2
4932.YGR188C	9606.ENSP00000302530	174.5
4932.YNL002C	9606.ENSP00000339795	113.2
4932.YIL128W	9606.ENSP00000359818	205.7
4932.YNL271C	9606.ENSP00000321348	145.6
4932.YLR174W	9606.ENSP00000331897	545.8
4932.YER075C	9606.ENSP00000175756	105.1
4932.YIL113W	9606.ENSP00000477653	75.9
4932.YGL225W	9606.ENSP00000372720	64.3
4932.YER006W	9606.ENSP00000395772	186.8
4932.YMR301C	9606.ENSP00000253577	601.7
4932.YPR054W	9606.ENSP00000311005	275.4
4932.YDR062W	9606.ENSP00000216484	482.6
4932.YJR035W	9606.ENSP00000348089	638.6
4932.YER029C	9606.ENSP00000412566	84.0
4932.YOR335C	9606.ENSP00000261772	949.5
4932.YNL207W	9606.ENSP00000283109	297.0
4932.YER041W	9606.ENSP00000370653	77.8
4932.YNL221C	9606.ENSP00000385787	76.3
4932.YIL002C	9606.ENSP00000347792	289.3
4932.YER082C	9606.ENSP00000363746	373.6
4932.YIL005W	9606.ENSP00000299608	62.0
4932.YIL030C	9606.ENSP00000274140	82.4
4932.YER107C	9606.ENSP00000379181	281.6
4932.YIL144W	9606.ENSP00000261597	102.4
4932.YDR420W	9606.ENSP00000371870	52.4
4932.YIR037W	9606.ENSP00000346103	117.9
4932.YIL094C	9606.ENSP00000299518	206.8
4932.YIR002C	9606.ENSP00000267430	345.9
4932.YDL007W	9606.ENSP00000261303	643.7
4932.YIL097W	9606.ENSP00000302830	100.5
4932.YJL062W	9606.ENSP00000415203	220.7
4932.YIL048W	9606.ENSP00000398076	1011.9
4932.YIL173W	9606.ENSP00000256637	170.2
4932.YER021W	9606.ENSP00000264639	270.8
4932.YJL030W	9606.ENSP00000296509	159.8
4932.YER126C	9606.ENSP00000483484	328.9
4932.YIR004W	9606.ENSP00000264065	89.7
4932.YDR002W	9606.ENSP00000401564	158.7
4932.YIL153W	9606.ENSP00000377036	211.5
4932.YNL201C	9606.ENSP00000450864	188.7
4932.YMR314W	9606.ENSP00000414359	251.1
4932.YIL091C	9606.ENSP00000419005	339.3
4932.YIL079C	9606.ENSP00000443113	62.0
4932.YER139C	9606.ENSP00000476948	57.4
4932.YMR127C	9606.ENSP00000406037	160.2
4932.YIL124W	9606.ENSP00000225929	75.5
4932.YLR075W	9606.ENSP00000413436	295.4
4932.YMR038C	9606.ENSP00000436318	99.4
4932.YIR005W	9606.ENSP00000339090	132.1
4932.YOL094C	9606.ENSP00000055077	408.3
4932.YOR113W	9606.ENSP00000466072	118.6
4932.YEL016C	9606.ENSP00000406261	139.4
4932.YIL031W	9606.ENSP00000377655	87.0
4932.YJL071W	9606.ENSP00000293404	55.1
4932.YIL083C	9606.ENSP00000361642	186.8
4932.YGR270W	9606.ENSP00000238789	481.5
4932.YNL218W	9606.ENSP00000370150	370.2
4932.YIL008W	9606.ENSP00000501135	55.1
4932.YIL131C	9606.ENSP00000323880	98.6
4932.YNL209W	9606.ENSP00000437125	736.5
4932.YER105C	9606.ENSP00000231498	175.6
4932.YOL059W	9606.ENSP00000301149	312.4
4932.YER141W	9606.ENSP00000016171	274.6
4932.YJL073W	9606.ENSP00000262375	74.3
4932.YER112W	9606.ENSP00000469468	73.2
4932.YIL149C	9606.ENSP00000356448	61.2
4932.YER146W	9606.ENSP00000410758	80.1
4932.YPL091W	9606.ENSP00000221130	446.4
4932.YER036C	9606.ENSP00000287844	588.6
4932.YJL002C	9606.ENSP00000296255	163.7
4932.YER073W	9606.ENSP00000261733	478.8
4932.YER019W	9606.ENSP00000258052	129.8
4932.YER051W	9606.ENSP00000432786	191.8
4932.YER120W	9606.ENSP00000345656	70.9
4932.YJL072C	9606.ENSP00000253462	68.6
4932.YMR146C	9606.ENSP00000362688	301.2
4932.YIL156W	9606.ENSP00000356981	129.4
4932.YER093C	9606.ENSP00000296782	233.8
4932.YIL109C	9606.ENSP00000428564	431.8
4932.YOR234C	9606.ENSP00000495672	108.2
4932.YIL026C	9606.ENSP00000372689	110.9
4932.YIL137C	9606.ENSP00000320324	182.2
4932.YIL065C	9606.ENSP00000223136	68.6
4932.YIL159W	9606.ENSP00000329219	139.8
4932.YGL181W	9606.ENSP00000361803	74.7
4932.YMR004W	9606.ENSP00000222990	99.8
4932.YIL006W	9606.ENSP00000297578	173.3
4932.YER118C	9606.ENSP00000417273	51.6
4932.YIL088C	9606.ENSP00000454646	76.6
4932.YLR372W	9606.ENSP00000346693	76.6
4932.YMR089C	9606.ENSP00000269143	676.4
4932.YJL097W	9606.ENSP00000373153	106.3
4932.YER005W	9606.ENSP00000359520	247.3
4932.YIL106W	9606.ENSP00000379366	210.3
4932.YIL003W	9606.ENSP00000262302	296.2
4932.YDR364C	9606.ENSP00000357928	282.7
4932.YDR238C	9606.ENSP00000249923	785.0
4932.YNR008W	9606.ENSP00000264005	73.2
4932.YPL028W	9606.ENSP00000265838	360.1
4932.YER110C	9606.ENSP00000346453	245.4
4932.YIL074C	9606.ENSP00000493382	191.4
4932.YOR094W	9606.ENSP00000298316	227.3
4932.YHR143W-A	9606.ENSP00000342889	55.8
4932.YOL038W	9606.ENSP00000359910	302.0
4932.YNL206C	9606.ENSP00000278412	51.6
4932.YPR122W	9606.ENSP00000265986	195.3
4932.YNL061W	9606.ENSP00000371858	498.8
4932.YGL137W	9606.ENSP00000329419	790.4
4932.YGR005C	9606.ENSP00000340823	63.2
4932.YNR006W	9606.ENSP00000331201	116.3
4932.YJL069C	9606.ENSP00000225298	181.4
4932.YIL042C	9606.ENSP00000378405	125.2
4932.YER016W	9606.ENSP00000364721	153.7
4932.YNR007C	9606.ENSP00000283290	171.0
4932.YOR125C	9606.ENSP00000322316	164.5
4932.YNL068C	9606.ENSP00000323880	113.2
4932.YGL192W	9606.ENSP00000298717	297.7
4932.YER049W	9606.ENSP00000457258	94.4
4932.YER116C	9606.ENSP00000415682	57.8
4932.YFL017W-A	9606.ENSP00000393388	62.4
4932.YIL049W	9606.ENSP00000264228	58.2
4932.YJR068W	9606.ENSP00000376272	346.3
4932.YER159C	9606.ENSP00000307850	79.3
4932.YPR073C	9606.ENSP00000272067	129.8
4932.YJL053W	9606.ENSP00000281187	221.9
4932.YGR059W	9606.ENSP00000391311	204.1
4932.YPL147W	9606.ENSP00000310688	390.2
4932.YER143W	9606.ENSP00000417748	175.3
4932.YIL103W	9606.ENSP00000263083	419.5
4932.YER081W	9606.ENSP00000493382	191.4
4932.YIL095W	9606.ENSP00000386456	223.4
4932.YGR132C	9606.ENSP00000479488	313.5
4932.YNL006W	9606.ENSP00000457870	303.9
4932.YER157W	9606.ENSP00000258654	157.5
4932.YPR036W	9606.ENSP00000352522	120.6
4932.YJL104W	9606.ENSP00000460885	88.2
4932.YPL239W	9606.ENSP00000282272	54.3
4932.YOR085W	9606.ENSP00000354649	87.4
4932.YJL006C	9606.ENSP00000374529	67.0
4932.YGL179C	9606.ENSP00000371188	194.1
4932.YLR185W	9606.ENSP00000274242	116.7
4932.YJL074C	9606.ENSP00000354720	642.9
4932.YJR059W	9606.ENSP00000466477	93.6
4932.YDL103C	9606.ENSP00000271469	339.3
4932.YNL310C	9606.ENSP00000360803	73.2
4932.YGR274C	9606.ENSP00000406549	252.7
4932.YFR024C-A	9606.ENSP00000348471	248.8
4932.YJR022W	9606.ENSP00000249299	53.1
4932.YFL024C	9606.ENSP00000258484	89.4
4932.YJL020C	9606.ENSP00000411825	50.1
4932.YNL096C	9606.ENSP00000495273	199.9
4932.YFL044C	9606.ENSP00000326813	145.6
4932.YGR091W	9606.ENSP00000324122	172.2
4932.YJL177W	9606.ENSP00000463842	205.3
4932.YPR129W	9606.ENSP00000279068	100.1
4932.YFL004W	9606.ENSP00000356562	56.6
4932.YJL109C	9606.ENSP00000355541	201.8
4932.YFR027W	9606.ENSP00000269214	67.4
4932.YDR192C	9606.ENSP00000291688	50.8
4932.YJL056C	9606.ENSP00000405289	140.6
4932.YNL087W	9606.ENSP00000267113	72.4
4932.YPL085W	9606.ENSP00000308339	68.9
4932.YDL104C	9606.ENSP00000264151	134.0
4932.YJL124C	9606.ENSP00000310596	97.4
4932.YFR037C	9606.ENSP00000449396	213.0
4932.YJR125C	9606.ENSP00000429824	171.8
4932.YGL174W	9606.ENSP00000260210	54.7
4932.YJL024C	9606.ENSP00000325369	141.4
4932.YJL036W	9606.ENSP00000363349	110.5
4932.YLR136C	9606.ENSP00000471239	79.7
4932.YJR119C	9606.ENSP00000382688	292.0
4932.YNL304W	9606.ENSP00000481054	82.0
4932.YJR031C	9606.ENSP00000359000	248.8
4932.YMR189W	9606.ENSP00000370737	1030.8
4932.YJR072C	9606.ENSP00000264718	347.8
4932.YLR045C	9606.ENSP00000432768	148.3
4932.YJL137C	9606.ENSP00000370555	123.6
4932.YFR009W	9606.ENSP00000411471	574.7
4932.YJL011C	9606.ENSP00000378736	61.2
4932.YMR092C	9606.ENSP00000427687	250.0
4932.YJR070C	9606.ENSP00000398882	249.6
4932.YFR004W	9606.ENSP00000386541	414.8
4932.YDL178W	9606.ENSP00000315351	511.1
4932.YOR321W	9606.ENSP00000261534	416.0
4932.YGL245W	9606.ENSP00000355890	563.5
4932.YJR122W	9606.ENSP00000355672	87.4
4932.YFR040W	9606.ENSP00000414202	53.5
4932.YJR033C	9606.ENSP00000439479	141.7
4932.YNL293W	9606.ENSP00000364579	179.1
4932.YGR261C	9606.ENSP00000255194	256.1
4932.YJL050W	9606.ENSP00000230640	1105.1
4932.YGR200C	9606.ENSP00000414851	349.0
4932.YMR288W	9606.ENSP00000335321	940.6
4932.YMR276W	9606.ENSP00000365576	102.8
4932.YNL299W	9606.ENSP00000396995	194.9
4932.YJR137C	9606.ENSP00000360576	88.6
4932.YOR103C	9606.ENSP00000250498	79.3
4932.YFL034W	9606.ENSP00000294543	237.3
4932.YJR148W	9606.ENSP00000443459	333.2
4932.YHR039C-A	9606.ENSP00000363162	67.8
4932.YJR025C	9606.ENSP00000294973	127.9
4932.YPR026W	9606.ENSP00000387185	159.8
4932.YJR102C	9606.ENSP00000253794	91.7
4932.YJL035C	9606.ENSP00000237283	124.4
4932.YGR119C	9606.ENSP00000352400	57.8
4932.YJL029C	9606.ENSP00000401435	142.9
4932.YJL091C	9606.ENSP00000482202	192.2
4932.YFL033C	9606.ENSP00000373684	218.0
4932.YJR001W	9606.ENSP00000217420	68.6
4932.YGL019W	9606.ENSP00000365042	176.4
4932.YJR138W	9606.ENSP00000498382	208.8
4932.YJL010C	9606.ENSP00000267425	106.7
4932.YPL084W	9606.ENSP00000411825	143.7
4932.YFR038W	9606.ENSP00000377601	474.2
4932.YLR147C	9606.ENSP00000215829	108.2
4932.YJL060W	9606.ENSP00000399415	240.4
4932.YNL025C	9606.ENSP00000428982	123.6
4932.YNL325C	9606.ENSP00000230124	513.5
4932.YJR002W	9606.ENSP00000244230	177.6
4932.YNL323W	9606.ENSP00000230461	159.8
4932.YGL065C	9606.ENSP00000417764	285.8
4932.YFR021W	9606.ENSP00000288828	175.6
4932.YJR069C	9606.ENSP00000369456	139.0
4932.YJL125C	9606.ENSP00000374399	186.8
4932.YJL112W	9606.ENSP00000474725	124.8
4932.YGL105W	9606.ENSP00000378191	166.8
4932.YJL057C	9606.ENSP00000233057	80.9
4932.YMR246W	9606.ENSP00000339787	317.8
4932.YJL079C	9606.ENSP00000367196	96.3
4932.YDR508C	9606.ENSP00000320378	54.3
4932.YDL141W	9606.ENSP00000382071	167.2
4932.YML110C	9606.ENSP00000288532	228.8
4932.YFL030W	9606.ENSP00000302620	91.7
4932.YOR374W	9606.ENSP00000366927	504.6
4932.YFR044C	9606.ENSP00000325548	493.8
4932.YJL013C	9606.ENSP00000287598	96.3
4932.YGL092W	9606.ENSP00000316032	156.8
4932.YNL297C	9606.ENSP00000377250	162.9
4932.YJL168C	9606.ENSP00000386759	201.1
4932.YDR305C	9606.ENSP00000418582	92.4
4932.YLR289W	9606.ENSP00000281543	609.8
4932.YGL171W	9606.ENSP00000479504	402.9
4932.YJL134W	9606.ENSP00000247225	75.5
4932.YJR084W	9606.ENSP00000479494	85.9
4932.YDR376W	9606.ENSP00000416515	239.2
4932.YFR010W	9606.ENSP00000261601	242.7
4932.YML022W	9606.ENSP00000367615	152.1
4932.YPR001W	9606.ENSP00000342056	419.9
4932.YNL326C	9606.ENSP00000383433	120.9
4932.YJR117W	9606.ENSP00000361845	261.5
4932.YFR051C	9606.ENSP00000264028	244.6
4932.YJL012C	9606.ENSP00000356562	55.5
4932.YOR340C	9606.ENSP00000222567	57.0
4932.YMR035W	9606.ENSP00000384966	115.5
4932.YFL025C	9606.ENSP00000346809	171.4
4932.YFL034C-B	9606.ENSP00000379364	177.9
4932.YDR159W	9606.ENSP00000291688	149.8
4932.YDR012W	9606.ENSP00000311430	425.2
4932.YGR180C	9606.ENSP00000353770	324.3
4932.YJL078C	9606.ENSP00000367196	89.4
4932.YFL007W	9606.ENSP00000384211	57.8
4932.YJR143C	9606.ENSP00000261534	325.5
4932.YDR331W	9606.ENSP00000359848	356.7
4932.YJR032W	9606.ENSP00000303754	175.3
4932.YNL298W	9606.ENSP00000278568	342.4
4932.YJR105W	9606.ENSP00000443965	244.6
4932.YGR195W	9606.ENSP00000315476	157.1
4932.YJL100W	9606.ENSP00000264864	220.3
4932.YNL142W	9606.ENSP00000268122	52.0
4932.YJL126W	9606.ENSP00000356988	208.8
4932.YJR006W	9606.ENSP00000480186	217.2
4932.YNL305C	9606.ENSP00000409738	82.4
4932.YLR048W	9606.ENSP00000389351	281.2
4932.YNL039W	9606.ENSP00000351575	82.4
4932.YGR231C	9606.ENSP00000441875	305.8
4932.YGR181W	9606.ENSP00000215570	70.9
4932.YOR025W	9606.ENSP00000212015	124.0
4932.YPR173C	9606.ENSP00000238497	528.9
4932.YGL094C	9606.ENSP00000481859	337.4
4932.YGL241W	9606.ENSP00000354742	129.0
4932.YNL139C	9606.ENSP00000245838	177.6
4932.YNL106C	9606.ENSP00000409667	443.0
4932.YLR212C	9606.ENSP00000251412	357.1
4932.YGL023C	9606.ENSP00000325594	57.8
4932.YDR191W	9606.ENSP00000212015	84.0
4932.YNL222W	9606.ENSP00000291386	172.6
4932.YGL068W	9606.ENSP00000333837	100.1
4932.YGL240W	9606.ENSP00000478501	103.6
4932.YLR306W	9606.ENSP00000253023	153.3
4932.YGL001C	9606.ENSP00000359297	221.9
4932.YGR110W	9606.ENSP00000414558	82.8
4932.YDL064W	9606.ENSP00000348056	199.5
4932.YGR103W	9606.ENSP00000346725	422.5
4932.YGR255C	9606.ENSP00000333946	233.0
4932.YLR216C	9606.ENSP00000303754	299.7
4932.YGL112C	9606.ENSP00000399982	213.0
4932.YGR048W	9606.ENSP00000263202	207.2
4932.YGL100W	9606.ENSP00000382779	205.7
4932.YMR223W	9606.ENSP00000261497	211.1
4932.YGL047W	9606.ENSP00000378260	70.5
4932.YGR002C	9606.ENSP00000361363	105.1
4932.YNL118C	9606.ENSP00000373715	165.2
4932.YGL153W	9606.ENSP00000349016	85.9
4932.YGR046W	9606.ENSP00000398596	150.2
4932.YGR101W	9606.ENSP00000325421	99.8
4932.YGR010W	9606.ENSP00000366410	217.2
4932.YMR078C	9606.ENSP00000262315	188.3
4932.YPL015C	9606.ENSP00000372191	231.5
4932.YGL106W	9606.ENSP00000291295	98.6
4932.YGL101W	9606.ENSP00000381220	131.3
4932.YNL044W	9606.ENSP00000222008	60.5
4932.YGR223C	9606.ENSP00000376139	194.1
4932.YGR163W	9606.ENSP00000362092	305.1
4932.YGL194C	9606.ENSP00000302967	447.6
4932.YGR271W	9606.ENSP00000358159	1547.7
4932.YGR217W	9606.ENSP00000251127	249.6
4932.YOL068C	9606.ENSP00000212015	227.6
4932.YML014W	9606.ENSP00000397673	176.4
4932.YGL246C	9606.ENSP00000364498	75.1
4932.YDR144C	9606.ENSP00000362116	105.9
4932.YGL018C	9606.ENSP00000216027	65.9
4932.YGL220W	9606.ENSP00000306752	55.8
4932.YML056C	9606.ENSP00000345096	660.6
4932.YNR023W	9606.ENSP00000262188	76.6
4932.YGR262C	9606.ENSP00000361186	126.3
4932.YGL099W	9606.ENSP00000265245	378.6
4932.YGL027C	9606.ENSP00000410992	318.5
4932.YGL201C	9606.ENSP00000264156	688.3
4932.YGR211W	9606.ENSP00000227322	380.6
4932.YGL080W	9606.ENSP00000354223	116.7
4932.YDL116W	9606.ENSP00000229179	75.9
4932.YGL059W	9606.ENSP00000378405	112.8
4932.YGR136W	9606.ENSP00000302913	70.9
4932.YGR178C	9606.ENSP00000378917	67.0
4932.YGR095C	9606.ENSP00000221233	91.7
4932.YMR304W	9606.ENSP00000343535	464.2
4932.YNL251C	9606.ENSP00000286835	52.8
4932.YGL124C	9606.ENSP00000296473	169.1
4932.YGR287C	9606.ENSP00000260649	191.4
4932.YGR056W	9606.ENSP00000386593	118.6
4932.YDR092W	9606.ENSP00000316176	228.4
4932.YNL261W	9606.ENSP00000297431	73.2
4932.YGR024C	9606.ENSP00000231198	234.2
4932.YGR267C	9606.ENSP00000477796	258.1
4932.YGL216W	9606.ENSP00000263181	347.8
4932.YLR432W	9606.ENSP00000345096	656.8
4932.YGL244W	9606.ENSP00000374280	117.9
4932.YDR500C	9606.ENSP00000274242	113.2
4932.YML060W	9606.ENSP00000306561	187.2
4932.YGL004C	9606.ENSP00000438071	110.5
4932.YGR038W	9606.ENSP00000377724	90.1
4932.YML004C	9606.ENSP00000362463	139.0
4932.YGR276C	9606.ENSP00000170168	134.4
4932.YDL145C	9606.ENSP00000357048	1042.0
4932.YGL084C	9606.ENSP00000438468	68.9
4932.YGL150C	9606.ENSP00000497609	778.9
4932.YGR060W	9606.ENSP00000261507	190.7
4932.YGL211W	9606.ENSP00000390011	335.1
4932.YGR243W	9606.ENSP00000271373	99.8
4932.YNL126W	9606.ENSP00000261965	140.6
4932.YOR347C	9606.ENSP00000339933	498.4
4932.YGR289C	9606.ENSP00000323568	67.8
4932.YGL180W	9606.ENSP00000400312	201.1
4932.YNR015W	9606.ENSP00000455229	199.5
4932.YOR142W	9606.ENSP00000377446	355.1
4932.YGR052W	9606.ENSP00000262891	100.5
4932.YDR328C	9606.ENSP00000231487	168.7
4932.YGR031W	9606.ENSP00000222800	146.0
4932.YLR153C	9606.ENSP00000253382	595.9
4932.YGR225W	9606.ENSP00000378529	170.2
4932.YGL141W	9606.ENSP00000309198	276.2
4932.YGL087C	9606.ENSP00000428209	155.2
4932.YGL054C	9606.ENSP00000420443	107.1
4932.YGR227W	9606.ENSP00000310120	142.9
4932.YGL202W	9606.ENSP00000423190	199.9
4932.YOR058C	9606.ENSP00000377793	55.5
4932.YGR093W	9606.ENSP00000326411	126.3
4932.YGR280C	9606.ENSP00000318966	82.0
4932.YGR170W	9606.ENSP00000391739	64.7
4932.YGL198W	9606.ENSP00000417573	52.8
4932.YGR281W	9606.ENSP00000494609	708.0
4932.YNR031C	9606.ENSP00000375986	218.8
4932.YGL003C	9606.ENSP00000378529	346.3
4932.YGL091C	9606.ENSP00000283027	361.3
4932.YGL131C	9606.ENSP00000385795	80.5
4932.YGR172C	9606.ENSP00000274496	147.5
4932.YGR036C	9606.ENSP00000361625	95.5
4932.YGL251C	9606.ENSP00000359454	458.0
4932.YDR390C	9606.ENSP00000246548	318.9
4932.YGL120C	9606.ENSP00000336741	908.3
4932.YNL097C	9606.ENSP00000320566	97.4
4932.YGL064C	9606.ENSP00000310723	108.2
4932.YLR200W	9606.ENSP00000378563	81.6
4932.YOR259C	9606.ENSP00000484998	557.4
4932.YGR058W	9606.ENSP00000362807	72.8
4932.YLR371W	9606.ENSP00000337261	87.4
4932.YNL012W	9606.ENSP00000382434	57.0
4932.YGR238C	9606.ENSP00000362639	103.6
4932.YLR089C	9606.ENSP00000345282	425.2
4932.YOL115W	9606.ENSP00000396995	206.8
4932.YDL079C	9606.ENSP00000222330	342.8
4932.YGL227W	9606.ENSP00000316589	90.1
4932.YGR080W	9606.ENSP00000303908	85.5
4932.YGL067W	9606.ENSP00000230792	148.3
4932.YGL066W	9606.ENSP00000410759	59.3
4932.YGR003W	9606.ENSP00000264414	219.5
4932.YGR169C	9606.ENSP00000323288	193.4
4932.YGR015C	9606.ENSP00000222800	75.5
4932.YGL210W	9606.ENSP00000333547	270.4
4932.YGR090W	9606.ENSP00000297990	253.4
4932.YGR241C	9606.ENSP00000400459	117.9
4932.YGR123C	9606.ENSP00000012443	373.6
4932.YNL048W	9606.ENSP00000430236	281.6
4932.YNR035C	9606.ENSP00000295685	173.3
4932.YNL263C	9606.ENSP00000366098	100.1
4932.YPL061W	9606.ENSP00000261733	452.6
4932.YKR080W	9606.ENSP00000377617	77.0
4932.YNL021W	9606.ENSP00000365804	305.4
4932.YJL081C	9606.ENSP00000160382	177.6
4932.YMR047C	9606.ENSP00000316032	141.7
4932.YOR334W	9606.ENSP00000399585	71.6
4932.YPL019C	9606.ENSP00000356562	58.5
4932.YDR432W	9606.ENSP00000474096	125.6
4932.YNL147W	9606.ENSP00000252622	90.1
4932.YLR323C	9606.ENSP00000360497	144.8
4932.YLR430W	9606.ENSP00000224140	261.5
4932.YPR182W	9606.ENSP00000266735	87.4
4932.YNL123W	9606.ENSP00000357980	70.1
4932.YDR463W	9606.ENSP00000309606	58.5
4932.Q0130	9606.ENSP00000284727	89.7
4932.YKR009C	9606.ENSP00000411960	366.3
4932.YHR005C-A	9606.ENSP00000257245	72.4
4932.YIR026C	9606.ENSP00000356920	145.6
4932.YNL288W	9606.ENSP00000486540	320.5
4932.YNL072W	9606.ENSP00000221486	184.1
4932.YNL182C	9606.ENSP00000476117	75.5
4932.YNL116W	9606.ENSP00000499241	60.8
4932.YLL001W	9606.ENSP00000449089	627.5
4932.YMR039C	9606.ENSP00000265073	69.7
4932.YNL148C	9606.ENSP00000221855	73.9
4932.YNR054C	9606.ENSP00000274849	107.1
4932.YMR121C	9606.ENSP00000309334	303.9
4932.YKR055W	9606.ENSP00000400175	190.7
4932.YNL275W	9606.ENSP00000262418	168.7
4932.YNL110C	9606.ENSP00000285814	85.5
