From	To
P53298	4932.YGR179C
P53299	4932.YGR181W
P53301	4932.YGR189C
P53303	4932.YGR211W
P53309	4932.YGR241C
P53311	4932.YGR243W
P53314	4932.YGR247W
P53317	4932.YGR251W
P53318	4932.YGR255C
P53322	4932.YGR260W
P53323	4932.YGR262C
P53324	4932.YGR263C
P53327	4932.YGR271W
P53330	4932.YGR275W
P53331	4932.YGR276C
P53334	4932.YGR279C
P53335	4932.YGR280C
P53378	4932.YLR212C
P53379	4932.YDR144C
P53397	4932.YML060W
P53507	4932.YNL070W
P53538	4932.YNL222W
P53540	4932.YNL126W
P53541	4932.YNL012W
P53549	4932.YOR259C
P53550	4932.YNL118C
P53551	4932.YPL127C
P53552	4932.YNL139C
P53598	4932.YOR142W
P53599	4932.YNR031C
P53604	4932.YNR049C
P53615	4932.YNL036W
P53616	4932.YNL066W
P53617	4932.YNL251C
P53622	4932.YDL145C
P53628	4932.YNR023W
P53632	4932.YOL115W
P53633	4932.YNL044W
P53685	4932.YOL068C
P53686	4932.YPL015C
P53687	4932.YOR025W
P53688	4932.YDR191W
P53691	4932.YLR216C
P53720	4932.YNR015W
P53721	4932.YNR018W
P53722	4932.YNR020C
P53725	4932.YNR024W
P53729	4932.YNR029C
P53730	4932.YNR030W
P53731	4932.YNR035C
P53734	4932.YNR038W
P53738	4932.YNR046W
P53739	4932.YNR047W
P53740	4932.YNR048W
P53741	4932.YNR051C
P53742	4932.YNR053C
P53743	4932.YNR054C
P53746	4932.YNR060W
P53753	4932.YNR067C
P53759	4932.YML080W
P53769	4932.YLR323C
P53829	4932.YNL288W
P53832	4932.YNL283C
P53833	4932.YNL282W
P53838	4932.YNL275W
P53839	4932.YNL274C
P53840	4932.YNL273W
P53843	4932.YNL265C
P53844	4932.YNL264C
P53845	4932.YNL263C
P53846	4932.YNL260C
P53847	4932.YNL258C
P53848	4932.YNL256W
P53852	4932.YNL247W
P53853	4932.YNL246W
P53855	4932.YNL242W
P53859	4932.YNL232W
P53860	4932.YNL231C
P53865	4932.YNL225C
P53866	4932.YNL224C
P53867	4932.YNL223W
P53868	4932.YNL219C
P53871	4932.YNL191W
P53872	4932.YNL190W
P53874	4932.YNL186W
P53877	4932.YNL182C
P53879	4932.YNL180C
P53886	4932.YNL172W
P53890	4932.YNL166C
P53893	4932.YNL163C
P53894	4932.YNL161W
P53895	4932.YNL159C
P53896	4932.YNL158W
P53897	4932.YNL157W
P53899	4932.YNL155W
P53900	4932.YNL153C
P53901	4932.YNL152W
P53904	4932.YNL148C
P53905	4932.YNL147W
P53909	4932.YNL141W
P53911	4932.YNL136W
P53914	4932.YNL132W
P53915	4932.YNL129W
P53917	4932.YNL127W
P53919	4932.YNL124W
P53920	4932.YNL123W
P53923	4932.YNL119W
P53924	4932.YNL116W
P53927	4932.YNL110C
P53930	4932.YNL107W
P53933	4932.YNL094W
P53935	4932.YNL091W
P53939	4932.YNL078W
P53940	4932.YNL077W
P53941	4932.YNL075W
P53942	4932.YNL072W
P53943	4932.YNL065W
P53950	4932.YNL054W
P53951	4932.YNL051W
P53954	4932.YNL048W
P53955	4932.YNL047C
P53959	4932.YNL041C
P53965	4932.YNL032W
P53968	4932.YNL027W
P53969	4932.YNL026W
P53972	4932.YNL022C
P53973	4932.YNL021W
P53974	4932.YNL020C
P53978	4932.YNL014W
P53981	4932.YNL010W
P53983	4932.YNL008C
P54000	4932.YMR039C
P54003	4932.YML052W
P54070	4932.YPL053C
P54074	4932.YMR119W
P54113	4932.YLR028C
P54115	4932.YPL061W
P54199	4932.YDL028C
P54780	4932.YMR121C
P54781	4932.YMR015C
P54783	4932.YML086C
P54784	4932.YML065W
P54785	4932.YMR070W
P54786	4932.YML109W
P54787	4932.YML097C
P54790	4932.YLL004W
P54791	4932.YPR162C
P54837	4932.YML012W
P54854	4932.YDL245C
P54857	4932.YDR058C
P54860	4932.YDL190C
P54861	4932.YLL001W
P54862	4932.YOL156W
P54867	4932.YOR008C
P54999	4932.YPR182W
P57743	4932.YLR438C-A
P60010	4932.YFL039C
P61829	4932.Q0130
P61830	4932.YBR010W
P62651	4932.YPL096C-A
P69771	4932.YKR035W-A
P69850	4932.YBR233W-A
P69851	4932.YDR320C-A
P69852	4932.YKL138C-A
P80210	4932.YNL220W
P80428	4932.YJL081C
P80667	4932.YLR191W
P80967	4932.YPR133W-A
P81449	4932.YDR322C-A
P81450	4932.YML081C-A
P87108	4932.YHR005C-A
P89102	4932.YDR166C
P89105	4932.YOL145C
Q00055	4932.YDL022W
Q00245	4932.YIL118W
Q00246	4932.YKR055W
Q00362	4932.YGL190C
Q00381	4932.YJR058C
Q00402	4932.YDR150W
Q00416	4932.YLR430W
Q00539	4932.YHR086W
Q00578	4932.YIL143C
Q00582	4932.YML121W
Q00618	4932.YJL031C
Q00684	4932.YFR028C
Q00711	4932.YKL148C
Q00764	4932.YBR126C
Q00772	4932.YHR030C
Q00776	4932.YPL259C
Q00816	4932.YDR028C
Q00916	4932.YIL061C
Q00947	4932.YDR463W
Q00955	4932.YNR016C
Q01080	4932.YNL248C
Q01159	4932.YGL130W
Q01217	4932.YER069W
Q01389	4932.YJL095W
Q01448	4932.YBR215W
Q01454	4932.YPR135W
Q01476	4932.YOR124C
Q01477	4932.YER151C
Q01519	4932.YLR038C
Q01532	4932.YNL239W
Q01560	4932.YDR432W
Q01574	4932.YAL054C
Q01589	4932.YDR077W
Q01590	4932.YLR026C
Q01649	4932.YMR198W
Q01662	4932.YLR244C
Q01722	4932.YNL199C
Q01852	4932.YIL022W
Q01855	4932.YOL040C
Q01896	4932.YDR039C
Q01919	4932.YOR233W
Q01926	4932.YOR334W
Q01939	4932.YGL048C
Q02046	4932.YKR080W
Q02100	4932.YNL167C
Q02159	4932.YMR022W
Q02199	4932.YGL172W
Q02201	4932.YKR003W
Q02205	4932.YKR007W
Q02206	4932.YKR008W
Q02207	4932.YKR009C
Q02256	4932.YIR026C
Q02260	4932.YGR074W
Q02326	4932.YML073C
Q02336	4932.YDR448W
Q02354	4932.YDR449C
Q02455	4932.YKR095W
Q02457	4932.YPL128C
Q02486	4932.YMR072W
Q02521	4932.YOR148C
Q02554	4932.YMR240C
Q02555	4932.YMR239C
Q02574	4932.YLR288C
Q02606	4932.YPL014W
Q02629	4932.YKL068W
Q02630	4932.YMR047C
Q02642	4932.YPL037C
Q02647	4932.YDR424C
Q02685	4932.YPL024W
Q02724	4932.YPL020C
Q02725	4932.YPL019C
Q02732	4932.YPL018W
Q02733	4932.YPL017C
Q02767	4932.YPL065W
Q02770	4932.YPL064C
Q02773	4932.YML091C
Q02774	4932.YDL212W
Q02775	4932.YDR088C
Q02776	4932.YPL063W
Q02784	4932.YPL059W
Q02785	4932.YPL058C
Q02792	4932.YOR048C
Q02793	4932.YGL213C
Q02794	4932.YOR047C
Q02795	4932.YMR149W
Q02804	4932.YPL051W
Q02805	4932.YOR018W
Q02821	4932.YNL189W
Q02884	4932.YPL101W
Q02887	4932.YPL100W
Q02888	4932.YPL099C
Q02890	4932.YPL096W
Q02892	4932.YPL093W
Q02896	4932.YPL087W
Q02908	4932.YPL086C
Q02931	4932.YPL126W
Q02933	4932.YPL123C
Q02939	4932.YPL122C
Q02948	4932.YPL120W
Q02950	4932.YPL118W
Q02959	4932.YPL116W
Q02979	4932.YPL110C
Q03002	4932.YPL141C
Q03010	4932.YPL139C
Q03012	4932.YPL138C
Q03018	4932.YGR098C
Q03020	4932.YPL135W
Q03034	4932.YDR539W
Q03048	4932.YLL050C
Q03063	4932.YPL049C
Q03067	4932.YPL047W
Q03071	4932.YPL046C
Q03081	4932.YPL038W
Q03096	4932.YIL009C-A
Q03103	4932.YML130C
Q03124	4932.YML127W
Q03125	4932.YDR043C
Q03144	4932.YMR095C
Q03148	4932.YMR096W
Q03162	4932.YMR100W
Q03178	4932.YKL164C
Q03180	4932.YKL163W
Q03195	4932.YDR091C
Q03213	4932.YMR172W
Q03254	4932.YMR277W
Q03262	4932.YMR278W
Q03280	4932.YDR457W
Q03290	4932.YDR460W
Q03305	4932.YDR465C
Q03306	4932.YDR466W
Q03308	4932.YPL045W
Q03322	4932.YDR468C
Q03330	4932.YGR252W
Q03337	4932.YDR472W
Q03373	4932.YDR480W
Q03388	4932.YDR485C
Q03390	4932.YDR486C
Q03406	4932.YDR489W
Q03407	4932.YDR490C
Q03433	4932.YML041C
Q03435	4932.YDL002C
Q03455	4932.YDR205W
Q03465	4932.YDL020C
Q03466	4932.YDR206W
Q03496	4932.YMR259C
Q03497	4932.YHL007C
Q03503	4932.YPR051W
Q03529	4932.YMR272C
Q03532	4932.YMR290C
Q03533	4932.YMR291W
Q03554	4932.YMR292W
Q03557	4932.YMR293C
Q03558	4932.YHR179W
Q03630	4932.YML077W
Q03631	4932.YML076C
Q03640	4932.YML072C
Q03649	4932.YMR210W
Q03654	4932.YMR213W
Q03655	4932.YMR215W
Q03656	4932.YMR216C
Q03660	4932.YMR218C
Q03674	4932.YMR006C
Q03677	4932.YMR009W
Q03687	4932.YMR010W
Q03690	4932.YMR012W
Q03691	4932.YMR200W
Q03702	4932.YKL011C
Q03705	4932.YML036W
Q03713	4932.YML030W
Q03714	4932.YML029W
Q03723	4932.YML019W
Q03758	4932.YML111W
Q03761	4932.YDR145W
Q03768	4932.YDR152W
Q03769	4932.YDR153C
Q03770	4932.YDR160W
Q03771	4932.YDR161W
Q03774	4932.YDR165W
Q03778	4932.YDR236C
Q03784	4932.YDR246W
Q03785	4932.YDR247W
Q03790	4932.YMR153W
Q03818	4932.YMR159C
Q03825	4932.YMR164C
Q03833	4932.YDR096W
Q03834	4932.YDR097C
Q03835	4932.YDR098C
Q03862	4932.YDR101C
Q03868	4932.YDR104C
Q03897	4932.YDR128W
Q03898	4932.YDR130C
Q03920	4932.YDR140W
Q03921	4932.YDR141C
Q03940	4932.YDR190C
Q03941	4932.YDR196C
Q03944	4932.YDR200C
Q03954	4932.YDR201W
Q03957	4932.YKL139W
Q03973	4932.YDR174W
Q04002	4932.YDR180W
Q04003	4932.YDR181C
Q04013	4932.YMR241W
Q04048	4932.YDR416W
Q04049	4932.YDR419W
Q04053	4932.YDR425W
Q04062	4932.YDR427W
Q04067	4932.YDR429C
Q04080	4932.YDR434W
Q04082	4932.YDR437W
Q04087	4932.YDR439W
Q04089	4932.YDR440W
Q04110	4932.YDR446W
Q04119	4932.YDR452W
Q04120	4932.YDR453C
Q04121	4932.YDR456W
Q04149	4932.YDR386W
Q04175	4932.YDR395W
Q04177	4932.YDR398W
Q04178	4932.YDR399W
Q04179	4932.YDR400W
Q04195	4932.YDR409W
Q04199	4932.YML102W
Q04217	4932.YMR128W
Q04226	4932.YML015C
Q04228	4932.YML013W
Q04235	4932.YML005W
Q04264	4932.YMR076C
Q04272	4932.YMR077C
Q04305	4932.YMR093W
Q04307	4932.YDR045C
Q04311	4932.YDR049W
Q04322	4932.YMR192W
Q04338	4932.YMR197C
Q04344	4932.YDL125C
Q04359	4932.YMR017W
Q04364	4932.YMR018W
Q04370	4932.YMR026C
Q04371	4932.YMR027W
Q04372	4932.YMR028W
Q04373	4932.YDR496C
Q04377	4932.YDR499W
Q04396	4932.YDR503C
Q04401	4932.YDR511W
Q04409	4932.YDR516C
Q04410	4932.YDR517W
Q04430	4932.YDR531W
Q04431	4932.YDR532C
Q04432	4932.YDR533C
Q04433	4932.YDR534C
Q04437	4932.YMR106C
Q04439	4932.YMR109W
Q04458	4932.YMR110C
Q04461	4932.YMR111C
Q04472	4932.YMR115W
Q04477	4932.YMR117C
Q04491	4932.YLR208W
Q04493	4932.YML094W
Q04500	4932.YML093W
Q04511	4932.YML088W
Q04601	4932.YDR118W
Q04603	4932.YDR121W
Q04629	4932.YDR126W
Q04632	4932.YML071C
Q04636	4932.YML069W
Q04638	4932.YML068W
Q04651	4932.YML067C
Q04659	4932.YMR048W
Q04660	4932.YMR049C
Q04673	4932.YLR005W
Q04693	4932.YML049C
Q04705	4932.YML047C
Q04728	4932.YMR062C
Q04739	4932.YER027C
Q04746	4932.YMR065W
Q04749	4932.YMR068W
Q04779	4932.YMR075W
Q04781	4932.YMR247C
Q04839	4932.YMR255W
Q04847	4932.YMR258C
Q04868	4932.YMR312W
Q04894	4932.YMR318C
Q04921	4932.YDR218C
Q04924	4932.YDR221W
Q04947	4932.YDR233C
Q04951	4932.YMR305C
Q04958	4932.YML059C
Q04964	4932.YML058W
Q05016	4932.YMR226C
Q05021	4932.YMR227C
Q05022	4932.YMR229C
Q05027	4932.YMR236W
Q05029	4932.YMR237W
Q05031	4932.YMR238W
Q05080	4932.YMR032W
Q05123	4932.YMR033W
Q05164	4932.YOL155C
Q05166	4932.YDL088C
Q05359	4932.YAR002C-A
Q05471	4932.YDR334W
Q05498	4932.YDR339C
Q05515	4932.YDR346C
Q05521	4932.YDR284C
Q05549	4932.YDR291W
Q05567	4932.YDR294C
Q05568	4932.YDR265W
Q05580	4932.YDR266C
Q05583	4932.YDR267C
Q05584	4932.YDR272W
Q05636	4932.YDR280W
Q05775	4932.YLR192C
Q05776	4932.YLR193C
Q05777	4932.YLR194C
Q05779	4932.YLR201C
Q05785	4932.YLR206W
Q05787	4932.YLR207W
Q05789	4932.YLR211C
Q05791	4932.YLR215C
Q05871	4932.YLR284C
Q05900	4932.YLR298C
Q05902	4932.YLR299W
Q05919	4932.YLR360W
Q05930	4932.YLR368W
Q05931	4932.YLR369W
Q05933	4932.YLR370C
Q05934	4932.YLR373C
Q05946	4932.YLR222C
Q05949	4932.YLR226W
Q05958	4932.YLR228C
Q05979	4932.YLR231C
Q06010	4932.YLR389C
Q06032	4932.YLR394W
Q06053	4932.YLR401C
Q06058	4932.YLR404W
Q06063	4932.YLR405W
Q06078	4932.YLR409C
Q06096	4932.YPR105C
Q06098	4932.YPR106W
Q06102	4932.YPR107C
Q06106	4932.YPR112C
Q06132	4932.YLR336C
Q06135	4932.YLR343W
Q06142	4932.YLR347C
Q06143	4932.YLR348C
Q06144	4932.YLR350W
Q06147	4932.YLR260W
Q06148	4932.YLR265C
Q06151	4932.YLR270W
Q06156	4932.YLR272C
Q06159	4932.YLR312C
Q06160	4932.YLR313C
Q06163	4932.YLR318W
Q06164	4932.YLR320W
Q06168	4932.YLR321C
Q06178	4932.YLR328W
Q06188	4932.YLR455W
Q06204	4932.YLR446W
Q06205	4932.YLR449W
Q06211	4932.YPR164W
Q06213	4932.YPR168W
Q06217	4932.YLR275W
Q06218	4932.YLR276C
Q06224	4932.YLR277C
Q06263	4932.YLR181C
Q06266	4932.YLR183C
Q06287	4932.YLR186W
Q06321	4932.YLR189C
Q06324	4932.YLR190W
Q06328	4932.YDR352W
Q06337	4932.YDR359C
Q06339	4932.YDR362C
Q06340	4932.YDR363W
Q06344	4932.YDR365C
Q06346	4932.YDR367W
Q06349	4932.YDR370C
Q06385	4932.YDR372C
Q06389	4932.YDR373W
Q06390	4932.YDR374C
Q06406	4932.YDR378C
Q06407	4932.YDR379W
Q06408	4932.YDR380W
Q06409	4932.YLR422W
Q06410	4932.YLR423C
Q06411	4932.YLR424W
Q06412	4932.YLR425W
Q06440	4932.YLR429W
Q06449	4932.YPR154W
Q06488	4932.YLR357W
Q06493	4932.YPR125W
Q06504	4932.YPR131C
Q06505	4932.YPR133C
Q06506	4932.YPR137W
Q06508	4932.YPR139C
Q06510	4932.YPR140W
Q06512	4932.YPR144C
Q06522	4932.YPR147C
Q06541	4932.YLR242C
Q06549	4932.YLR245C
Q06551	4932.YLR246W
Q06554	4932.YLR247C
Q06580	4932.YPR188C
Q06592	4932.YPR193C
Q06593	4932.YPR194C
Q06596	4932.YPR199C
Q06598	4932.YPR201W
Q06604	4932.YPR171W
Q06616	4932.YPR174C
Q06623	4932.YPR179C
Q06625	4932.YPR184W
Q06628	4932.YPR185W
Q06629	4932.YDR295C
Q06630	4932.YDR296W
Q06631	4932.YDR299W
Q06639	4932.YDR303C
Q06648	4932.YDR309C
Q06651	4932.YDR313C
Q06671	4932.YLR431C
Q06675	4932.YDR318W
Q06676	4932.YDR319C
Q06677	4932.YDR320C
Q06679	4932.YDR324C
Q06680	4932.YDR325W
Q06681	4932.YDR326C
Q06685	4932.YLR410W
Q06696	4932.YLR417W
Q06697	4932.YLR418C
Q06703	4932.YLR308W
Q06704	4932.YLR309C
Q06705	4932.YLR380W
Q06706	4932.YLR384C
Q06708	4932.YLR386W
Q06810	4932.YPR075C
Q06817	4932.YPR081C
Q06833	4932.YPR091C
Q06836	4932.YPR095C
Q07084	4932.YLR006C
Q07350	4932.YDL043C
Q07381	4932.YDL060W
Q07418	4932.YDL065C
Q07442	4932.YDL070W
Q07457	4932.YDL074C
Q07468	4932.YDL077C
Q07471	4932.YDL080C
Q07478	4932.YDL084W
Q07508	4932.YDL087C
Q07528	4932.YDL113C
Q07532	4932.YDL115C
Q07533	4932.YDL117W
Q07540	4932.YDL120W
Q07551	4932.YDL124W
Q07560	4932.YDL142C
Q07623	4932.YDL213C
Q07648	4932.YDL219W
Q07651	4932.YDL222C
Q07657	4932.YDL225W
Q07688	4932.YDL235C
Q07732	4932.YDL239C
Q07794	4932.YLL002W
Q07800	4932.YLL010C
Q07804	4932.YLL012W
Q07807	4932.YLL013C
Q07821	4932.YLL027W
Q07824	4932.YLL028W
Q07830	4932.YLL031C
Q07845	4932.YLL035W
Q07878	4932.YLL040C
Q07879	4932.YLL042C
Q07896	4932.YLR002C
Q07913	4932.YLR007W
Q07914	4932.YLR008C
Q07915	4932.YLR009W
Q07923	4932.YLR011W
Q07930	4932.YLR016C
Q07938	4932.YLR017W
Q07950	4932.YLR020C
Q07953	4932.YLR022C
Q07963	4932.YLR024C
Q08001	4932.YLR072W
Q08004	4932.YLR074C
Q08032	4932.YLR103C
Q08096	4932.YOL010W
Q08108	4932.YOL011W
Q08109	4932.YOL013C
Q08144	4932.YOL018C
Q08162	4932.YOL021C
Q08179	4932.YOL027C
Q08193	4932.YOL030W
Q08204	4932.YOL034W
Q08208	4932.YOL041C
Q08214	4932.YOL043C
Q08215	4932.YOL044W
Q08217	4932.YOL045W
Q08218	4932.YOL047C
Q08220	4932.YOL049W
Q08224	4932.YOL055C
Q08229	4932.YOL070C
Q08230	4932.YOL071W
Q08231	4932.YOL072W
Q08235	4932.YOL077C
Q08236	4932.YOL078W
Q08245	4932.YOL109W
Q08273	4932.YOL133W
Q08278	4932.YOL135C
Q08281	4932.YOL138C
Q08282	4932.YOL141W
Q08285	4932.YOL142W
Q08387	4932.YOR005C
Q08412	4932.YOR042W
Q08417	4932.YOR049C
Q08438	4932.YOR054C
Q08444	4932.YOR056C
Q08446	4932.YOR057W
Q08448	4932.YOR059C
Q08465	4932.YOR064C
Q08484	4932.YOR070C
Q08490	4932.YOR073W
Q08491	4932.YOR076C
Q08492	4932.YOR078W
Q08496	4932.YOR080W
Q08548	4932.YOR175C
Q08550	4932.YOR177C
Q08558	4932.YOR180C
Q08562	4932.YOR191W
Q08581	4932.YOR195W
Q08601	4932.YOR197W
Q08641	4932.YOR239W
Q08645	4932.YOR241W
Q08647	4932.YOR243C
Q08649	4932.YOR244W
Q08650	4932.YOR245C
Q08651	4932.YOR246C
Q08683	4932.YOR249C
Q08685	4932.YOR250C
Q08686	4932.YOR251C
Q08689	4932.YOR253W
Q08702	4932.YOR258W
Q08723	4932.YOR261C
Q08732	4932.YOR267C
Q08746	4932.YOR294W
Q08747	4932.YOR295W
Q08749	4932.YOR297C
Q08754	4932.YOR299W
Q08760	4932.YOR301W
Q08773	4932.YOR304W
Q08816	4932.YOR352W
Q08826	4932.YOR357C
Q08831	4932.YOR359W
Q08873	4932.YOR367W
Q08886	4932.YOR371C
Q08887	4932.YOR372C
Q08905	4932.YOR381W
Q08920	4932.YPL178W
Q08921	4932.YPL180W
Q08923	4932.YPL181W
Q08924	4932.YPL183C
Q08925	4932.YPL184C
Q08931	4932.YPL192C
Q08949	4932.YPL194W
Q08951	4932.YPL195W
Q08955	4932.YPL200W
Q08957	4932.YPL202C
Q08959	4932.YPL206C
Q08960	4932.YPL207W
Q08962	4932.YPL211W
Q08963	4932.YPL213W
Q08965	4932.YPL217C
Q08967	4932.YPL221W
Q08968	4932.YPL222W
Q08972	4932.YPL226W
Q08975	4932.YPL258C
Q08985	4932.YPL273W
Q08986	4932.YPL274W
Q08992	4932.YPL280W
Q10740	4932.YNL045W
Q12003	4932.YPL236C
Q12006	4932.YOL003C
Q12009	4932.YDL201W
Q12010	4932.YOL092W
Q12017	4932.YOR281C
Q12018	4932.YDL132W
Q12019	4932.YLR106C
Q12024	4932.YOR272W
Q12030	4932.YDR167W
Q12033	4932.YOR275C
Q12038	4932.YPR032W
Q12039	4932.YOL095C
Q12041	4932.YDR253C
Q12043	4932.YOR081C
Q12045	4932.YPL253C
Q12046	4932.YDL209C
Q12048	4932.YPL250C
Q12050	4932.YOR144C
Q12051	4932.YPL069C
Q12052	4932.YPL157W
Q12055	4932.YDL166C
Q12060	4932.YPL254W
Q12063	4932.YDL193W
Q12068	4932.YOL151W
Q12071	4932.YDR027C
Q12080	4932.YPL146C
Q12092	4932.YPL166W
Q12093	4932.YDL033C
Q12094	4932.YOR006C
Q12098	4932.YLR135W
Q12099	4932.YDR021W
Q12100	4932.YDL025C
Q12106	4932.YOR228C
Q12114	4932.YLR330W
Q12118	4932.YOR007C
Q12123	4932.YOR173W
Q12124	4932.YDL005C
Q12127	4932.YLR110C
Q12136	4932.YDL153C
Q12142	4932.YDL149W
Q12146	4932.YOL146W
Q12149	4932.YOR001W
Q12150	4932.YLR087C
Q12151	4932.YDR213W
Q12152	4932.YPL150W
Q12154	4932.YDL100C
Q12157	4932.YDL008W
Q12158	4932.YDL003W
Q12159	4932.YDR381W
Q12164	4932.YLL023C
Q12166	4932.YOR108W
Q12168	4932.YLR144C
Q12176	4932.YDR060W
Q12178	4932.YPR062W
Q12181	4932.YPR048W
Q12184	4932.YPL252C
Q12186	4932.YLR116W
Q12188	4932.YPR007C
Q12191	4932.YDL099W
Q12196	4932.YOR119C
Q12198	4932.YLL058W
Q12200	4932.YPL006W
Q12206	4932.YOR229W
Q12207	4932.YPR149W
Q12208	4932.YLR132C
Q12211	4932.YPL212C
Q12213	4932.YPL198W
Q12216	4932.YOR156C
Q12220	4932.YLR129W
Q12222	4932.YOL128C
Q12223	4932.YDL059C
Q12224	4932.YPL089C
Q12229	4932.YDL091C
Q12230	4932.YPL004C
Q12236	4932.YOL100W
Q12241	4932.YOR106W
Q12246	4932.YOR171C
Q12248	4932.YDR016C
Q12250	4932.YDL147W
Q12255	4932.YLR093C
Q12256	4932.YOR273C
Q12262	4932.YPR046W
Q12263	4932.YDR507C
Q12265	4932.YOL061W
Q12267	4932.YLR086W
Q12271	4932.YOR109W
Q12275	4932.YOR093C
Q12277	4932.YDL111C
Q12280	4932.YPL242C
Q12284	4932.YPR037C
Q12285	4932.YOL111C
Q12287	4932.YLL009C
Q12292	4932.YOL083W
Q12297	4932.YPL011C
Q12300	4932.YDL138W
Q12303	4932.YLR121C
Q12305	4932.YOR285W
Q12306	4932.YDR510W
Q12309	4932.YLR117C
Q12310	4932.YDL214C
Q12311	4932.YPR031W
Q12315	4932.YDL207W
Q12317	4932.YOL112W
Q12320	4932.YOR040W
Q12321	4932.YPR070W
Q12324	4932.YOR087W
Q12328	4932.YDL217C
Q12330	4932.YOR159C
Q12333	4932.YOL152W
Q12334	4932.YDL139C
Q12339	4932.YOR004W
Q12341	4932.YPL001W
Q12343	4932.YOR174W
Q12344	4932.YPL249C
Q12349	4932.YLR295C
Q12355	4932.YDR055W
Q12361	4932.YDL035C
Q12362	4932.YOL066C
Q12363	4932.YOR230W
Q12365	4932.YPL255W
Q12366	4932.YOL104C
Q12373	4932.YLL022C
Q12377	4932.YDL097C
Q12379	4932.YDR260C
Q12380	4932.YPL149W
Q12382	4932.YOR311C
Q12383	4932.YOL125W
Q12386	4932.YOR141C
Q12389	4932.YDL031W
Q12396	4932.YLR080W
Q12400	4932.YOL093W
Q12402	4932.YPR028W
Q12404	4932.YOR288C
Q12406	4932.YPR034W
Q12411	4932.YOL091W
Q12416	4932.YOR083W
Q12417	4932.YPL151C
Q12421	4932.YDR022C
Q12429	4932.YLR143W
Q12432	4932.YPR023C
Q12438	4932.YDL010W
Q12440	4932.YLR127C
Q12443	4932.YDL204W
Q12445	4932.YLR018C
Q12446	4932.YOR181W
Q12449	4932.YDR214W
Q12451	4932.YDL019C
Q12452	4932.YLR100W
Q12457	4932.YDR026C
Q12460	4932.YLR197W
Q12461	4932.YPL152W
Q12462	4932.YOL147C
Q12463	4932.YOL124C
Q12464	4932.YPL235W
Q12465	4932.YLR084C
Q12466	4932.YOR086C
Q12468	4932.YDL216C
Q12469	4932.YOL113W
Q12473	4932.YLL051C
Q12476	4932.YDL175C
Q12477	4932.YDL179W
Q12481	4932.YOR287C
Q12482	4932.YPR021C
Q12483	4932.YPL002C
Q12488	4932.YDR013W
Q12494	4932.YDR017C
Q12495	4932.YPR018W
Q12499	4932.YOR310C
Q12502	4932.YOR322C
Q12505	4932.YPL026C
Q12508	4932.YDR255C
Q12509	4932.YLR085C
Q12510	4932.YDL156W
Q12511	4932.YOR090C
Q12513	4932.YDL110C
Q12514	4932.YPR072W
Q12517	4932.YOL149W
Q12518	4932.YDL161W
Q12522	4932.YPR016C
Q12524	4932.YLR151C
Q12527	4932.YPR049C
Q12530	4932.YLR145W
Q12532	4932.YPL009C
Q12674	4932.YMR162C
Q12675	4932.YDR093W
Q12680	4932.YDL171C
Q12691	4932.YDR038C
Q12692	4932.YOL012C
Q12697	4932.YOR291W
Q12734	4932.YPR030W
Q12745	4932.YLR440C
Q12746	4932.YML125C
Q12748	4932.YLR381W
Q12749	4932.YLR383W
Q12754	4932.YPL012W
Q3E754	4932.YJL136C
Q3E757	4932.YGR085C
Q3E772	4932.YGR169C-A
Q3E792	4932.YGR027C
Q3E793	4932.YAL044W-A
Q3E7A4	4932.YBL059C-A
Q3E7B6	4932.YCL005W-A
Q3E7X9	4932.YOR167C
Q3E833	4932.YKR095W-A
Q3E840	4932.YBL071W-A
Q3E846	4932.YMR244C-A
Q6Q547	4932.YHR072W-A
Q6WNK7	4932.YBR111W-A
Q92316	4932.YGL226C-A
Q92317	4932.YDR397C
Q92325	4932.YOL025W
Q92328	4932.YOL009C
Q92331	4932.YOR069W
Q96VH5	4932.YCL057C-A
Q99176	4932.YLR119W
Q99190	4932.YDL015C
Q99207	4932.YDL148C
Q99210	4932.YOR111W
Q99216	4932.YOR145C
Q99219	4932.YIL082W
Q99220	4932.YDR057W
Q99222	4932.YOR129C
Q99257	4932.YPL169C
Q99258	4932.YDR487C
Q99260	4932.YLR262C
Q99271	4932.YLR138W
Q99278	4932.YMR112C
Q99287	4932.YOR165W
Q99299	4932.YPL158C
Q99312	4932.YOR155C
Q99314	4932.YOR213C
Q99321	4932.YOR163W
Q99325	4932.YOR152C
Q99380	4932.YDL232W
Q99382	4932.YLR065C
Q99383	4932.YOL123W
Q99385	4932.YDL128W
Q99394	4932.YOR115C
Q9URQ3	4932.YLR316C
Q9ZZW7	4932.Q0115
Q9ZZX1	4932.Q0070
D6W196	4932.YNL083W
O13559	4932.YLR466W
O13577	4932.YLR437C
O14455	4932.YPL249C-A
O14464	4932.YPL183W-A
O75012	4932.YDL045W-A
P00045	4932.YEL039C
P00425	4932.YIL111W
P00427	4932.YHR051W
P00447	4932.YHR008C
P00856	4932.Q0080
P00899	4932.YER090W
P00931	4932.YGL026C
P01097	4932.YDL181W
P01098	4932.YDL130W-A
P01149	4932.YPL187W
P02381	4932.Q0140
P03882	4932.Q0160
P04046	4932.YMR300C
P04076	4932.YHR018C
P04161	4932.YDR408C
P04173	4932.YCL018W
P04650	4932.YJL189W
