From	Entry	Entry Name	Organism	Gene Ontology (GO)	Gene Ontology IDs
4932.YPL195W	Q08951	AP3D_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	AP-3 adaptor complex [GO:0030123]; clathrin-coated vesicle membrane [GO:0030665]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; Golgi to vacuole transport [GO:0006896]; intracellular protein transport [GO:0006886]; protein targeting to vacuole [GO:0006623]	GO:0005794; GO:0006623; GO:0006886; GO:0006896; GO:0010008; GO:0030123; GO:0030665
4932.YEL020C	P39994	PXP1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; 2-hydroxyacyl-CoA lyase activity [GO:0106359]; carbon-carbon lyase activity [GO:0016830]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]; fatty acid alpha-oxidation [GO:0001561]	GO:0000287; GO:0001561; GO:0005737; GO:0005777; GO:0005782; GO:0016830; GO:0030976; GO:0106359
4932.YOR027W	P15705	STI1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; ATPase inhibitor activity [GO:0042030]; Hsp70 protein binding [GO:0030544]; Hsp90 protein binding [GO:0051879]; mRNA binding [GO:0003729]; protein folding [GO:0006457]; protein localization [GO:0008104]; protein targeting to mitochondrion [GO:0006626]	GO:0003729; GO:0005737; GO:0006457; GO:0006626; GO:0008104; GO:0030544; GO:0042030; GO:0051879
4932.YLL041C	P21801	SDHB_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; respiratory chain complex II (succinate dehydrogenase) [GO:0045273]; 2 iron, 2 sulfur cluster binding [GO:0051537]; 3 iron, 4 sulfur cluster binding [GO:0051538]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; succinate dehydrogenase (quinone) activity [GO:0008177]; aerobic respiration [GO:0009060]; cellular respiration [GO:0045333]; mitochondrial electron transport, succinate to ubiquinone [GO:0006121]; respiratory electron transport chain [GO:0022904]; tricarboxylic acid cycle [GO:0006099]	GO:0005739; GO:0005743; GO:0006099; GO:0006121; GO:0008177; GO:0009055; GO:0009060; GO:0022904; GO:0031966; GO:0045273; GO:0045333; GO:0046872; GO:0051537; GO:0051538; GO:0051539
4932.YDR109C	Q04585	YDR09_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; D-ribulokinase activity [GO:0019150]; pentose metabolic process [GO:0019321]	GO:0005737; GO:0019150; GO:0019321
4932.YGR211W	P53303	ZPR1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein folding chaperone [GO:0044183]; translation elongation factor binding [GO:0061770]; zinc ion binding [GO:0008270]; 'de novo' protein folding [GO:0006458]; G2/M transition of mitotic cell cycle [GO:0000086]; protein folding [GO:0006457]; response to glucose [GO:0009749]	GO:0000086; GO:0005634; GO:0005737; GO:0006457; GO:0006458; GO:0008270; GO:0009749; GO:0044183; GO:0061770
4932.YPL008W	P22516	CHL1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	chromatin [GO:0000785]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; iron-sulfur cluster binding [GO:0051536]; isomerase activity [GO:0016853]; metal ion binding [GO:0046872]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; establishment of sister chromatid cohesion [GO:0034085]; interstrand cross-link repair [GO:0036297]; mitotic G1 DNA damage checkpoint signaling [GO:0031571]; mitotic sister chromatid cohesion [GO:0007064]	GO:0000785; GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0007064; GO:0009378; GO:0016853; GO:0016887; GO:0031571; GO:0034085; GO:0036121; GO:0036297; GO:0046872; GO:0051536; GO:0061749; GO:1990518
4932.YKL017C	P34243	HCS1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; DNA helicase A complex [GO:0033203]; nuclear replisome [GO:0043601]; 5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; RNA binding [GO:0003723]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; single-stranded DNA binding [GO:0003697]; postreplication repair [GO:0006301]	GO:0003697; GO:0003723; GO:0005524; GO:0005737; GO:0006301; GO:0009378; GO:0016887; GO:0033203; GO:0036121; GO:0043139; GO:0043601; GO:0061749; GO:1990518
4932.YGL099W	P53145	LSG1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; mating projection tip [GO:0043332]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; mRNA binding [GO:0003729]; protein transport [GO:0015031]; ribosomal large subunit assembly [GO:0000027]; ribosomal subunit export from nucleus [GO:0000054]	GO:0000027; GO:0000054; GO:0003729; GO:0003924; GO:0005525; GO:0005737; GO:0005829; GO:0015031; GO:0022625; GO:0043332
4932.YLR419W	Q06698	YL419_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; helicase activity [GO:0004386]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	GO:0003723; GO:0003724; GO:0003729; GO:0004386; GO:0005524; GO:0005737; GO:0005739; GO:0016887
4932.YHR169W	P38719	DBP8_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	90S preribosome [GO:0030686]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; small-subunit processome [GO:0032040]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]; maturation of SSU-rRNA [GO:0030490]; rRNA processing [GO:0006364]	GO:0000447; GO:0000472; GO:0000480; GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0006364; GO:0016887; GO:0030490; GO:0030686; GO:0032040
4932.YIL160C	P27796	THIK_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	mitochondrial intermembrane space [GO:0005758]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; acetyl-CoA C-acyltransferase activity [GO:0003988]; mRNA binding [GO:0003729]; fatty acid beta-oxidation [GO:0006635]; phenylacetate catabolic process [GO:0010124]	GO:0003729; GO:0003988; GO:0005758; GO:0005777; GO:0005782; GO:0006635; GO:0010124
4932.YJR040W	P37020	GEF1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	chloride channel complex [GO:0034707]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; endosome [GO:0005768]; endosome membrane [GO:0010008]; fungal-type vacuole [GO:0000324]; Golgi apparatus [GO:0005794]; Golgi medial cisterna [GO:0005797]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]; voltage-gated chloride channel activity [GO:0005247]; intracellular copper ion homeostasis [GO:0006878]; intracellular iron ion homeostasis [GO:0006879]; regulation of iron ion transport [GO:0034756]	GO:0000139; GO:0000324; GO:0005247; GO:0005768; GO:0005769; GO:0005783; GO:0005794; GO:0005797; GO:0005886; GO:0006878; GO:0006879; GO:0010008; GO:0034707; GO:0034756
4932.YPR069C	Q12074	SPEE_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; spermidine synthase activity [GO:0004766]; pantothenate biosynthetic process [GO:0015940]; spermidine biosynthetic process [GO:0008295]	GO:0004766; GO:0005634; GO:0005737; GO:0005829; GO:0008295; GO:0015940
4932.YER177W	P29311	BMH1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; DNA replication origin binding [GO:0003688]; enzyme activator activity [GO:0008047]; phosphoserine residue binding [GO:0050815]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; aggresome assembly [GO:0070842]; ascospore formation [GO:0030437]; chitin biosynthetic process [GO:0006031]; DNA damage checkpoint signaling [GO:0000077]; mitotic spindle orientation checkpoint signaling [GO:0031578]; negative regulation of apoptotic process [GO:0043066]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of transcription by RNA polymerase II [GO:0000122]; protein localization [GO:0008104]; pseudohyphal growth [GO:0007124]; Ras protein signal transduction [GO:0007265]; regulation of glycogen metabolic process [GO:0070873]; signal transduction [GO:0007165]; signal transduction involved in filamentous growth [GO:0001402]	GO:0000077; GO:0000122; GO:0001402; GO:0003688; GO:0005634; GO:0005737; GO:0005886; GO:0006031; GO:0007124; GO:0007165; GO:0007265; GO:0008047; GO:0008104; GO:0010494; GO:0030437; GO:0031397; GO:0031578; GO:0043066; GO:0050815; GO:0061629; GO:0070842; GO:0070873
4932.YOR074C	P06785	TYSY_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytosol [GO:0005829]; mitochondrion [GO:0005739]; nuclear periphery [GO:0034399]; thymidylate synthase activity [GO:0004799]; dTMP biosynthetic process [GO:0006231]; dTTP biosynthetic process [GO:0006235]; methylation [GO:0032259]	GO:0004799; GO:0005739; GO:0005829; GO:0006231; GO:0006235; GO:0032259; GO:0034399
4932.YNL071W	P12695	ODP2_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; pyruvate dehydrogenase complex [GO:0045254]; dihydrolipoyllysine-residue acetyltransferase activity [GO:0004742]; acetyl-CoA biosynthetic process from pyruvate [GO:0006086]	GO:0004742; GO:0005739; GO:0005759; GO:0006086; GO:0045254
4932.YBL105C	P24583	KPC1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cellular bud neck [GO:0005935]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytoskeleton [GO:0005856]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; prospore septin filament array [GO:0032165]; site of polarized growth [GO:0030427]; ATP binding [GO:0005524]; calcium,diacylglycerol-dependent serine/threonine kinase activity [GO:0004698]; diacylglycerol-dependent serine/threonine kinase activity [GO:0004697]; diacylglycerol-dependent, calcium-independent serine/threonine kinase activity [GO:0004699]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; zinc ion binding [GO:0008270]; cellular bud neck septin ring organization [GO:0032186]; cellular response to starvation [GO:0009267]; fungal-type cell wall biogenesis [GO:0009272]; intracellular signal transduction [GO:0035556]; pexophagy [GO:0000425]; positive regulation of cytoplasmic mRNA processing body assembly [GO:0010606]; regulation of fungal-type cell wall organization [GO:0060237]; regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060211]; signal transduction [GO:0007165]; stress granule assembly [GO:0034063]	GO:0000425; GO:0004674; GO:0004697; GO:0004698; GO:0004699; GO:0005524; GO:0005634; GO:0005737; GO:0005856; GO:0005886; GO:0005935; GO:0007165; GO:0008270; GO:0009267; GO:0009272; GO:0010494; GO:0010606; GO:0030427; GO:0032165; GO:0032186; GO:0034063; GO:0035556; GO:0060211; GO:0060237; GO:0106310
4932.YNL064C	P25491	MAS5_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; transcription repressor complex [GO:0017053]; TRC complex [GO:0072380]; ATP binding [GO:0005524]; ATPase activator activity [GO:0001671]; Hsp70 protein binding [GO:0030544]; protein-folding chaperone binding [GO:0051087]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]; 'de novo' protein folding [GO:0006458]; cellular response to heat [GO:0034605]; cellular response to starvation [GO:0009267]; chaperone-mediated protein complex assembly [GO:0051131]; ERAD pathway [GO:0036503]; negative regulation of DNA-templated transcription [GO:0045892]; protein refolding [GO:0042026]; protein targeting to ER [GO:0045047]; protein targeting to mitochondrion [GO:0006626]; protein transport [GO:0015031]; response to oxygen levels [GO:0070482]; tRNA import into nucleus [GO:0035719]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0001671; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006458; GO:0006511; GO:0006626; GO:0008270; GO:0009267; GO:0015031; GO:0017053; GO:0030544; GO:0034605; GO:0035719; GO:0036503; GO:0042026; GO:0045047; GO:0045892; GO:0048471; GO:0051082; GO:0051087; GO:0051131; GO:0070482; GO:0072380
4932.YLR113W	P32485	HOG1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; chromatin binding [GO:0003682]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; cellular hyperosmotic response [GO:0071474]; cellular response to osmotic stress [GO:0071470]; cellular response to oxidative stress [GO:0034599]; hyperosmotic response [GO:0006972]; negative regulation of exit from mitosis [GO:0001100]; osmosensory signaling pathway [GO:0007231]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of macroautophagy [GO:0016241]; regulation of nuclear cell cycle DNA replication [GO:0033262]; regulation of transcription by RNA polymerase II [GO:0006357]; stress-activated MAPK cascade [GO:0051403]	GO:0001100; GO:0003682; GO:0004674; GO:0004707; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0006357; GO:0006972; GO:0007231; GO:0016241; GO:0033262; GO:0034599; GO:0045944; GO:0051403; GO:0071470; GO:0071474; GO:0106310
4932.YMR139W	P38615	RIM11_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; nucleus [GO:0005634]; 3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; ascospore formation [GO:0030437]; cell differentiation [GO:0030154]; signal transduction [GO:0007165]	GO:0004672; GO:0004674; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0004712; GO:0005524; GO:0005634; GO:0005737; GO:0007165; GO:0030154; GO:0030437; GO:0035175; GO:0035402; GO:0035403; GO:0035979; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0072354; GO:0072371; GO:0072518; GO:0106310; GO:0140823; GO:0140855; GO:0140857; GO:1990244
4932.YGR088W	P06115	CATT_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; peroxisome [GO:0005777]; catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; hydrogen peroxide catabolic process [GO:0042744]; response to hydrogen peroxide [GO:0042542]; response to reactive oxygen species [GO:0000302]	GO:0000302; GO:0004096; GO:0005737; GO:0005739; GO:0005777; GO:0020037; GO:0042542; GO:0042744; GO:0046872
4932.YER082C	P40055	UTP7_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	90S preribosome [GO:0030686]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, small subunit precursor [GO:0030688]; small-subunit processome [GO:0032040]; endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]; maturation of SSU-rRNA [GO:0030490]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	GO:0000447; GO:0000462; GO:0000472; GO:0000480; GO:0005654; GO:0005730; GO:0030490; GO:0030686; GO:0030688; GO:0032040
4932.YGR123C	P53043	PPP5_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; calmodulin-dependent protein phosphatase activity [GO:0033192]; histone H2AXS140 phosphatase activity [GO:0140791]; MAP kinase serine/threonine phosphatase activity [GO:1990439]; metal ion binding [GO:0046872]; myosin phosphatase activity [GO:0017018]; protein serine/threonine phosphatase activity [GO:0004722]; RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity [GO:0180006]; RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity [GO:0180007]; RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity [GO:0180008]; RNA polymerase II CTD heptapeptide repeat T4 phosphatase activity [GO:0180005]; RNA polymerase II CTD heptapeptide repeat Y1 phosphatase activity [GO:0180004]	GO:0004722; GO:0005634; GO:0005737; GO:0005829; GO:0017018; GO:0033192; GO:0046872; GO:0140791; GO:0180004; GO:0180005; GO:0180006; GO:0180007; GO:0180008; GO:1990439
4932.YGR043C	P53228	TAL2_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; nucleus [GO:0005634]; transaldolase activity [GO:0004801]; carbohydrate metabolic process [GO:0005975]; cellular response to oxidative stress [GO:0034599]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]	GO:0004801; GO:0005634; GO:0005737; GO:0005975; GO:0009052; GO:0034599
4932.YCL059C	P25586	KRR1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	90S preribosome [GO:0030686]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, small subunit precursor [GO:0030688]; small-subunit processome [GO:0032040]; RNA binding [GO:0003723]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; maturation of SSU-rRNA [GO:0030490]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]	GO:0000447; GO:0003723; GO:0005654; GO:0005730; GO:0006364; GO:0030490; GO:0030686; GO:0030688; GO:0032040; GO:0042274
4932.YPL266W	P41819	DIM1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	90S preribosome [GO:0030686]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; preribosome, small subunit precursor [GO:0030688]; 18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity [GO:0052909]; RNA binding [GO:0003723]; rRNA (adenine-N6,N6-)-dimethyltransferase activity [GO:0000179]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; rRNA methylation [GO:0031167]; rRNA modification [GO:0000154]	GO:0000154; GO:0000179; GO:0000462; GO:0003723; GO:0005730; GO:0005737; GO:0030686; GO:0030688; GO:0031167; GO:0052909
4932.YBR019C	P04397	GAL10_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytosol [GO:0005829]; aldose 1-epimerase activity [GO:0004034]; carbohydrate binding [GO:0030246]; UDP-glucose 4-epimerase activity [GO:0003978]; galactose catabolic process via UDP-galactose [GO:0033499]; monosaccharide metabolic process [GO:0005996]	GO:0003978; GO:0004034; GO:0005829; GO:0005996; GO:0030246; GO:0033499
4932.YNR032W	P32838	PP2A4_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; FAR/SIN/STRIPAK complex [GO:0090443]; mitochondrial outer membrane [GO:0005741]; nucleus [GO:0005634]; calmodulin-dependent protein phosphatase activity [GO:0033192]; histone H2AXS140 phosphatase activity [GO:0140791]; MAP kinase serine/threonine phosphatase activity [GO:1990439]; metal ion binding [GO:0046872]; myosin phosphatase activity [GO:0017018]; protein serine/threonine phosphatase activity [GO:0004722]; RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity [GO:0180006]; RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity [GO:0180007]; RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity [GO:0180008]; RNA polymerase II CTD heptapeptide repeat T4 phosphatase activity [GO:0180005]; RNA polymerase II CTD heptapeptide repeat Y1 phosphatase activity [GO:0180004]; asymmetric protein localization to old mitotic spindle pole body [GO:0061509]; glycogen metabolic process [GO:0005977]; negative regulation of mitophagy [GO:1901525]	GO:0004722; GO:0005634; GO:0005737; GO:0005741; GO:0005977; GO:0017018; GO:0033192; GO:0046872; GO:0061509; GO:0090443; GO:0140791; GO:0180004; GO:0180005; GO:0180006; GO:0180007; GO:0180008; GO:1901525; GO:1990439
4932.YPL151C	Q12417	PRP46_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; Prp19 complex [GO:0000974]; spliceosomal complex [GO:0005681]; mRNA splicing, via spliceosome [GO:0000398]	GO:0000398; GO:0000974; GO:0005681; GO:0005737; GO:0071013
4932.YDR047W	P32347	DCUP_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; uroporphyrinogen decarboxylase activity [GO:0004853]; heme biosynthetic process [GO:0006783]; protoporphyrinogen IX biosynthetic process [GO:0006782]	GO:0004853; GO:0005634; GO:0005737; GO:0005829; GO:0006782; GO:0006783
4932.YNL218W	P40151	WRIP1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; enzyme activator activity [GO:0008047]; G-quadruplex DNA binding [GO:0051880]; single-stranded DNA helicase activity [GO:0017116]; zinc ion binding [GO:0008270]; chromosome organization [GO:0051276]; DNA replication, Okazaki fragment processing [GO:0033567]; DNA synthesis involved in DNA repair [GO:0000731]; DNA-templated DNA replication [GO:0006261]; regulation of DNA repair [GO:0006282]	GO:0000731; GO:0005524; GO:0005634; GO:0005737; GO:0006261; GO:0006282; GO:0008047; GO:0008270; GO:0016887; GO:0017116; GO:0033567; GO:0051276; GO:0051880
4932.YLR027C	P23542	AATC_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytosol [GO:0005829]; peroxisome [GO:0005777]; L-aspartate:2-oxoglutarate aminotransferase activity [GO:0004069]; pyridoxal phosphate binding [GO:0030170]; ribosomal large subunit binding [GO:0043023]; 2-oxoglutarate metabolic process [GO:0006103]; aspartate biosynthetic process [GO:0006532]; aspartate metabolic process [GO:0006531]; glutamate metabolic process [GO:0006536]; negative regulation of translation in response to oxidative stress [GO:0032938]	GO:0004069; GO:0005777; GO:0005829; GO:0006103; GO:0006531; GO:0006532; GO:0006536; GO:0030170; GO:0032938; GO:0043023
4932.YOL023W	P25038	IF2M_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cell periphery [GO:0071944]; cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation initiation factor activity [GO:0003743]; tRNA binding [GO:0000049]; mitochondrial translation [GO:0032543]; mitochondrial translational initiation [GO:0070124]; translational initiation [GO:0006413]	GO:0000049; GO:0003743; GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005739; GO:0006413; GO:0032543; GO:0070124; GO:0071944
4932.YHL032C	P32190	GLPK_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; glycerol kinase activity [GO:0004370]; glycerol catabolic process [GO:0019563]; glycerol metabolic process [GO:0006071]; glycerol-3-phosphate biosynthetic process [GO:0046167]; triglyceride metabolic process [GO:0006641]	GO:0004370; GO:0005524; GO:0005737; GO:0005739; GO:0006071; GO:0006641; GO:0019563; GO:0046167
